,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,textMIMC_lvl1a
14,bar,Met,Met_MED_19,BAR-Met_MED_19,BAR_Met,very upbeat and i never hear this in a it a or maybe end credits for a or something way too much going on to be played in a endofinput can not especially this in a more fit a club endofinput its not even that i have a of where it should be i just do not that in a its more at home in a hero than a if i hear that in a i have to haul it out of there because this is some serious biker or something endofinput i a at a standing in the crowd and watching a endofinput a solid which has a good beat to it i expect to hear this in a endofinput not your usual but more commonly heard at a party hosted and full of school teens endofinput chaotic and busy areas especially the busy places in new york city the traffic the rowdiness the noise etc i do not such places i prefer a quiet and peaceful environment endofinput it the kind of id hear in a fast paced action endofinput it give the of people dancing angrily in a and roll with the heat sweat and puke everywhere endofinput the brings out a of a night drinking with my peers on a weekend feels personal and deep feelings endofinput the tune is entertaining endofinput i envision a midwest endofinput the more the that gets played at the end of classic endofinput reminded me a lot of anime opening i was from attack on titan and tokyo ghoul specifically in Attack On Titan of the characters flying through the air they do in the opening credits and similar for tokyo ghoul memorable fight endofinput someone hero with their friends laughing and joking endofinput i two cars racing a red car and a silver car the background is hard to out as they are speeding so fast swerving in between other cars the chase is intense as the silver car tries his hardest to catch up to the man in the red car he owes him a lot of money endofinput i i am street racing in my old work town with my back lifted work car with a turbo charger again this flying 100 mph around corners with the lights off on a blacked out car is a good frequent endofinput heavy surrounded by people who punk and dress in dark clothes wear piercings and drink things rum or craft beers or stouts stuff that the loud and people are loud and chatty but very friendly and good vibe to them i am associated in this setting quite a lot i frequent a pub with this setting much more over the traditional others endofinput of friendship going out with friends over a couple of drinks endofinput my favourite local that this kind of its a bit grotty its open late its dimly lit and their carpet theres a feint smell of body odour endofinput i this is either a intense chase or another fighting with a big boss endofinput the is in the arcade endofinput flames head banging loud shouting endofinput i myself in a listening to endofinput it felt my blood was rising a bit overwhelming but also i needed to just let lose crash out and enjoy myself endofinput a people banging their heads dressed in all black outfits endofinput of a punk rocker shredding a zoomed in on of their fingers on the endofinput this also it be heard in i kept where it fits more but since it was indicated it is typically in a i rested my case endofinput i myself in an early 2010s party endofinput metallica stood around some bad boxy tv hero all with hero trying to thrash out a hard endofinput the opening titles for a fighting endofinput i see it more in maybe a store hot topic or spencers as the in the back endofinput i this as a with lots of guys with long hair and wearing black and leather lots of people pushed together in a crowd that looks far too uncomfortable for how much they seem to be enjoying it endofinput this on a boss fight or a tattoo shop more than anything else as its more fitting endofinput 
15,bar,Met,Met_MED_20,BAR-Met_MED_20,BAR_Met,i of where they are at a school of or something similar and they are in a mosh pit endofinput i can see myself at the computer desk as a kid opening up spotify to see what avenged sevenfold was whilst doing homework on the computer and talking to some friends on facebook at the time the is loud and i can not hear what my mother is saying to me until she walks over to me and leans down so i have to take my wired headphones plugged into the computer tower off to listen to her endofinput some early 2000s hard or speed endofinput this reminded me of the 90s where the high school finally gets to perform the gig endofinput reminded me of two bands battling on a stage in a competition felt very very loud endofinput i say it is still an mostly presented in a stage with live audience endofinput i endofinput it me of some sort of manga cartoon pokemon or the which is about level 9000 nothing in particular just those kinds of programs endofinput a performing at a contest and the various guests cheering them up endofinput the as if its played in a night club endofinput i my girlfriends little brother hero endofinput this feels a i might hear on my parents tv or in from closer to their time endofinput it a called parallel worlds by elliot minor and produced the same nostalgia as the tracks i referenced a bit dragonforce or black veil brides endofinput me of going to live with my dad to see bands that we both enjoy the fills the room and everyone there enjoys themselves endofinput it me feel excited i have heard it through wrestling endofinput i a from a such as devil may cry the is action packed and the characters are flashy with anime style visuals the moves being performed by the character is almost in sync with the and there is an emphasis on the cool factor of what is being seen endofinput a gig endofinput i of sonata artica a that i i also briefly that this resembles the of rob zombie but then i changed my mind this gives off power vibes there is a folk in argentina that similar i believe i an animated performer with an electric on a stage inside a endofinput i wanted to put myself in a setting with that since it did not seem to fit in endofinput i a loud american style diner in the 80s endofinput energetic uplifting you are racing to a climax feel that the energy was rising quickly endofinput it reminded me more of anime than a setting ones that came to mind were naruto or yugioh i did not a specific but i placed it with those shows in general maybe an action sequence of some kind endofinput thoughts of a live performance in a with a young and very energetic endofinput it rocking endofinput it the opening of an action packed japanese animation series it i was watching baku endofinput i really clearly this from a jukebox at a after this a that came to mind was that i see this also being used for a set in a possibly during a fight that is not really serious endofinput i a situation where there are some biker looking people hanging out at a outside near a patio the is from inside the so the a bit muffled from where they are standing endofinput it reminded me of scooby doo where they be trying to catch the bad guy at a and the is getting intense to match the portrayal of the characters endofinput again at a as it was loud and fast paced endofinput i of fighting you can such as street fighter or marvel vs capcom it had a vibe to it endofinput 
16,concert,80s,80s_LOW_02,CONCERT-80s_LOW_02,CON_80s,i about my dad being in a my dad loved and wherever i hear it i about him this brought feelings of nostalgia and curiosity endofinput i myself walking into an empty church building where the are being tested before church service endofinput it did not hit me right away but this me of the la noir a where the detective is trying to interview the attractive suspect and she is trying to hide the truth endofinput even though there was not one present in the itself i a huge orchestra in the background of a man with a on a huge stadium stage the man was lit in limelight and with passion the player was also lit up with smaller stage lighting and there was a lot of mist in the air fog machine the featured a lot of blue lighting to it feel as though the orchestra and sax player are underwater endofinput ending of a vintage 80s or 90s on the beach the two characters walk off into the sunset endofinput this introduction to a or i feel i have heard similar in especially mafia since that is set in the early 1900s i have also heard this played in the introduction to a when they are bringing all of the characters in endofinput a romantic people dancing in each others arms endofinput the was really soothing and me it for my pet to sleep endofinput i was reminded of when my mom listen to when i was little things this sometimes very close to the 80s stuff endofinput thoughts of live when the trumpet is being played and the is so carrying or smooth endofinput i a character in a fresh from a break up sitting alone at a darkly lit with a glass of whisky looking melancholy and lost endofinput i more of a smaller in a club of sorts lights low and everything endofinput i of a man with short blonde hair sitting at a and it whilst looking hes really getting into the endofinput it me feel i was walking through a forest as it was so calming and surreal i the sun on my face endofinput played during a solo act the guy with the is doing so well that the whole crowd is excited and amazed by how well hes endofinput played at a club or a bistro endofinput  endofinput a sensual romantic with two lovers connecting also i can the instrumentalists on stage in an opera setting endofinput me of seductive women and those mysterious 50s where they solve crimes as well it is very secretive and fun endofinput when i heard the despite its despondent tone i about the man the dude who appears in eurovision and is quite famous i do not know why he appeared in my thoughts so prominently but he exists and is the same motions with his own while being melodramatic endofinput i a live performance i was sitting in a big theater and it was completely dark except for the spotlight shining on the performers onstage endofinput my previous girlfriend who love rbs and blue endofinput i musicians at a cocktail party endofinput a sort of lamenting late at night kind of misty woman walking around aimlessly with her head hanging low dejected loss or failure as the feeling endofinput seems a relaxing slow type of to calm you down endofinput the is relaxing endofinput i a set up with golden lights to fit the tune of the and lots of people swaying and feeling the endofinput i a on stage in an intimate venue the audience was sat at small tables drinking wine and cocktails there was ambient warm lighting and the of quiet chatter over the endofinput i myself being on holiday and hearing a live this maybe as entertainment endofinput people in a ballroom in elegant dresses slow dancing on the floor endofinput 
17,concert,80s,80s_LOW_06,CONCERT-80s_LOW_06,CON_80s,very bland lift or something not something i specifically about or end credits again endofinput middle aged people at the endofinput i walking in a clothing store forever 21 charlotte russe etc and hearing this blasting from the speakers endofinput it a bit played in a tv show or a very old not a at all endofinput it reminded me of the opening theme tune to the show seinfeld endofinput a usually played at a party especially in of the 90s endofinput i saw myself having fun at a dancing and enjoying the with friends from school we were having a reunion and just drinking gossiping dancing and everyone seemed happy endofinput it me of a high speed car chase through a neon lit city endofinput i its on a friday evening and my husband and i decided to go to a and catch up with some friends we find the one we arrive endofinput that is pop gives the feeling of having fun along and dancing at the same time endofinput i people in praise place clapping and raising their voice endofinput the tune gives a driving experience endofinput 1960s 1970s found in a sitcom endofinput more a i have heard in some classical events endofinput again i saw a lot of coloured backgrounds changing with the beat a kind of green screened person dancing in disco style and a trumpet and a bass flying across the colours endofinput people dancing on a hot sunny day down the seafront laughing and joking and in their own world endofinput a random day in a sunny shopping district endofinput i an end of the wedding with everyone from the being there the wedding was a success the couple are very happy and the characters are dancing at the alter everyones cheerful the names of the actors come up when a close up of them dancing comes on the screen endofinput free improvisation sort of jam it gave me the thoughts of a local city festival middle of the day middle of the town square road closed for the festival and free to all people of the city and aimlessly but intelligently in terms of the chords but nothing too experimental or extreme this is a good thing as it appeals to a more wider crowd old young and all in between rather than just one or the other endofinput me of my last experience endofinput i being in a lively dancing and singing along under bright lights endofinput city skylines at night smoky clubs new york chicago steamy back alleyways people dancing 70s clubs endofinput i a friend group at a disco nightclub dancing their hearts away after a long day of work endofinput people are dancing at the disco people perform the soul train on the stage endofinput the final in an 80s romantic comedy probably the two main characters finally getting together set in new york of course endofinput sitcom theme 80s inspired family comedy endofinput dancing no one else in a endofinput very talented can hear all included endofinput a solo performance on a 360 stage endofinput fun of people dancing in a 70s disco a player appears and does a solo for the people dancing endofinput definitely a i have heard it before and it you wan na dance or keep dancing endofinput happy times in tokyo in the 80s endofinput i a stadium sort of place with lots of tiers and people dancing and singing a long to all with happy expressions on their faces endofinput i this on a live show more than any type of a live set or something that more than a endofinput 
18,concert,80s,80s_MED_08,CONCERT-80s_MED_08,CON_80s,i see a roller rink from the 80s bright colors people are talking and laughing the is loud lights are dark and everything feels alive i can almost feel the air brushing past my face i as i skate around endofinput it me of something retro mixed with something new age endofinput this reminded me of the beginning theme to old school shows where its showing the town and what the different characters are doing in the opening endofinput being at a specifically at a madness for some reason maybe because the is similar not much else apart from that endofinput a staged maybe with a live audience endofinput the me of a where a man was walking in a sarcastic manner in the street of new york from a 90s endofinput this me of a children parade where cute furry animals walk along a street with people watching on the sides i recently watched squid it reminded me of the part where the little girl is watching the bunny endofinput gareth gates for spirit in the sky the tunes are similar endofinput really reminded me of 90s kids shows hi5 and art attack brightly colour sets with a live audience furniture that looks giant versions of paint brushes and overly smiley hosts endofinput the older generation dancing to the with their partners since it was released in their generation and they love it endofinput the reflects a melody in a party or club endofinput i people at a beach resort listening to an outdoor laughing and socializing endofinput feels celebration end credits theres a montage of final events after the has reached its resolution and things are winding down endofinput in my car while on a long road trip it me feel hopeful and relaxed endofinput i am in a retro themed in a city such as new orleans and i can hear this softly in the background amidst the chatter of the customers the vibe is casual and the people arent dressed to match the theme of the but the theme is bold enough to not be affected by this endofinput in a party endofinput it reminded me of alfresco dining in a busy town endofinput i felt that this might be the type of played at a in new orleans i have never heard this before as far as i can recall but one of the me of mardi gras and new orleans i not of a specific artist who be this type of the good background for a celebratory in a tv show it evoked vaguely nostalgic feelings endofinput me of my graduation day endofinput i an upbeat holiday with a compilation of a family laughing mingling and having fun around a large dinner table covered in food endofinput i a party endofinput i about my mum she had tons of records that exactly this we listen to these nonstop back then endofinput i immediately see this being an older being performed in a small where the was nodding along to the and snapping his fingers ready to croon into the microphone when i was about this i ended up and i have seen of older performances of in black and white which impacted my view of this endofinput i this type of to be played as an introduction to a tv show specifically a family themed one maybe from the early 2000s endofinput it reminded me of an animated cartoon i was crocodiles and elephants the with top hats ties and sunglasses on they were swaying to the of the it was an older stylized cartoon of 60s animation endofinput the end credits of a endofinput very family friendly something you hear in a theme park or in a circus or during a ride in a fair endofinput 
19,concert,80s,80s_MED_13,CONCERT-80s_MED_13,CON_80s,quite magical and whimsical endofinput a and entering a new zone area endofinput it an extended version of a 90s console start up endofinput i an 80s esque abstract at first with a navy blue background fog and cold white blue ambient lighting the last 13th of the seemed fit for a musical but no musical came to mind endofinput the relates to a circumstance of new romantic relationship endofinput love in the hsairits emotionalmakes you want to kiss soomeoehold the person and just cuddleits soothing the endofinput i feel i am at a and the is preparing the crowd for the arrival of the artiste with something calm and interesting endofinput that reminded me of my ex boyfriend who loved such types of whenever i visited him at his place those are the kinds of we used to listen to endofinput i had happy thoughts listening to the and i felt the thrill of being in a endofinput i an introduction for an artist performing a slow at a endofinput when i heard the in the context of a i instantly of lots of people sat at the o2 arena in manchester which is my only time at a i also the a bit mystery it was almost a comedy or magic show rather than a endofinput this felt it was building up tension it me feel happy and excited endofinput my thoughts on this are in a where i lacked sleep and i need something to carry me away endofinput i a where lovers are dancing on the background as is endofinput a is on stage the while the stands next to him waiting for his or her verse to start so that he can start singing endofinput another introduction style to as the are entering the stage people are getting excited there is a bustling among the crowd as the members are entering the stage endofinput loading screen or a in a where there is a wedding and or they are on their honey moon enjoying being newly weds endofinput i felt i was at home on my bed looking at the ceiling after a long day of work endofinput i just saw a girl and it was love at first sight my heart sunk i have butterflies in my stomach and time is moving in slow motion the sun is hitting her face perfectly and it seems her feet arent even touching the ground endofinput a sexual between two lovers who are having sex for the first time endofinput i a purple and white star rotating in pitch black the star was very bright and shiny with holographic colours reflecting of it endofinput stars space other planets endofinput i felt its christmas and i am at the supermarket buying christmas gifts endofinput the did not me of a but i about how it kind of reminded me of an 80s or maybe a soundtrack to a golden age disney lion king endofinput i a very famous celeb ready to begin singing a very calm yet interesting endofinput i of an old 70s or 80s woman on stage about to some from that time period wearing neon clothes and volumed hair endofinput raindrops falling on the leaves of trees plants in a rainforest endofinput i standing in a big crowd at a swaying side to side with everyone else the feels calm and uplifting one of those moments where you just close your eyes and let the wash over you endofinput this gave me a type of blues feeling so the feeling of being in a years ago experiencing the older era of endofinput 
20,concert,Ele,Ele_LOW_09,CONCERT-Ele_LOW_09,CON_Ele,i felt i was at a and bass i do not that or similar in the and have never had enough energy to enjoy such a so it felt more annoying than emotionally good endofinput a festival with strobe lights and a huge crowd endofinput i can see a stage and a bunch of people in front of me at an edm people are jumping the room is dark except for the lights from the screen peoples phones the dj and the lasers as the bass builds the lasers start flashing my mind takes a moment hoping no one has undiagnosed epilepsy before endofinput it more club or rave rather than endofinput this gave me a feel of an opening at a that is dark with crowds of people getting excited that it finally began endofinput being at a rave tightly packed in and surrounded by people lots of light rays from the stage going over the crowd overwhelmed and uncomfortable endofinput a background mostly used when anticipating suspense or or a very unexpected event endofinput i being in a surrounding that is around water and being around nature the me of past holidays endofinput it reminded me a bit about a i used to in my teenage years endofinput i a fast paced action which was animated where the main character was running fast and fighting the enemy endofinput this one very much in the style of evanescence i endofinput it really reminded me of tron a dark arena lit by neon blue lights with players getting ready to battle as the track builds i the players running at each other to fight endofinput i been at a house party having fun with my freinds also i new friends at the party and variety of such as truth or dare which be very fun endofinput the birthday celebrations when everyone shows their dancing skills endofinput i people in a nightclub with strobe lights going dancing and possibly tripping endofinput it feels action in a science fiction setting the later part of the with that almost me of engines roaring can also audience cheers and screams so that is what ties it into the idea for me there is something or someone with the spotlight and this is for them while the audience watches endofinput glastonbury rave eurovision endofinput i was mesmerised with the as it gave me good feeling endofinput i myself sitting in a large arena with thousands of others attending a the is actively taking the stage and this is the build up to their first performance and the crowd is getting hyped up during this endofinput a in a endofinput falling through a time lapse or something along those lines endofinput i was vaguely reminded of a that included the words gran turismo in its title i played it in the early 2000s i not of much else for this one it seemed to belong to a fast paced action or racing if i had to guess endofinput this me the world of cyber punk as this is very similar to the played throughout which is a cyber futuristic style gangster setting endofinput me about my favourite team endofinput feels a climax to an explosion or a capture of something the way the beat is building and the tone of the endofinput i a with teenagers college students partying there were laser lights drinks crowds and people dancing maybe some drugs involved the indicated one of the characters was feeling euphoric endofinput i of a endofinput i being present at a street dance performance endofinput it me a few raves i have been to such as dreamland and boomtown endofinput i really see this being the extended remix of a really hype that at a kpop or jpop i was really clearly this as the opening for a designed for the idols to show off a complicated dance routine with many backup dancers to create a visual spectacle endofinput i a large festival it be really crowded with thousands of fans taking place during the night endofinput there was a crowd and it was at a festival it was night time and there were laser lights pointing in all directions it was very colorful and of what Electric Daisy Carnival looks in my head endofinput it reminded me of call of duty main menu theme as if i am waiting in the lobby to multiplayer endofinput 
21,concert,Ele,Ele_LOW_14,CONCERT-Ele_LOW_14,CON_Ele,i about an old sonic i about the original sonic map and sonic running around i about the jumping noise that he endofinput myself contra its a in my bedroom sitting on the floor with my back against my bed endofinput a rave lots of strobe lighting and people jumping up and down its a huge room and its just full of people lit up by the strobe and flashing light endofinput when it started i started about the blade but a couple of seconds in it switched to about classic i grew up in a family of gamers so this me of a from a boss in metroid or the old doom when you just got a power up endofinput this a modern rendition of the old streets of rage with the retro80s feel of the synths and crunchy used it it be a perfect menu for an 8bit fighting that endofinput this reminded me of from the old sonic the hedgehog this is the kind of you hear while through the futuristic style levels it was a great representation of that and me feel i was the level again endofinput i of being energized by the endofinput i envisioned both that try to invoke a retro field and big festivals where they to endofinput i an old school arcade pac man having this in the background as you are an arcade with a simple and repetitive yet enjoyable premise endofinput dj at a getting ready to the big drop after hyping up a crowd with the first section of his endofinput i an old 8bit that takes place in space with a space ship and shooting at other targets endofinput it me dancing with my friends and spinning round in circles with flashing lights endofinput the the start of a rave where i can people are starting to get hyped up as the is starting to build up endofinput the very disco techno so i a 70s retro clubbing where people vibe to the endofinput it the soundtrack to the 8bit or 16bit era of gaming akin to the likes of a mega man or a similar side scroller endofinput me of the clubs in 2000s as well as shows from 2000s that were about teenagers or queer life very exciting and it takes me back to better times when i did not have work or responsibilities endofinput it reminded me of contra or the old school retro people at the arcades back in the 1990s to early 2000s i see the main character uses his arm gun and shoot at enemies while they approach i also see different people at the arcade other types of pac man and Dance Dance Revolution endofinput it was very funky and me about cyberpunk themes and places which was very fun to do so from my perspective endofinput the put me in mind of an before school endofinput i am a busy nightclub which is dark and crowded with the very loud and lots of people dancing etc endofinput previous road trip with my friends where they played a with this beat endofinput i a entertaining guests at a cocktail party endofinput it reminded me of the breath of fire at first mario but it fire breathing so it lead me away i the turn based combat sort of endofinput i expect this more in a especially with the effects something from an old mario or sonic endofinput the a cartoon endofinput yes i envisioned this in a club such as ibiza with a lot of strobe lights and lasers endofinput i a dark with a man on stage on dj decks and lots of flashing lights and smoke i a lively crowd and a lot of them were doing finger guns and wearing sunglasses endofinput i people dancing and disco lights endofinput 
22,concert,Ele,Ele_MED_19,CONCERT-Ele_MED_19,CON_Ele,minecraft endofinput late at night in my bedroom and i can hear the rain come down and tap my bedroom window endofinput the youd hear in an indie endofinput i a track for something taking place on the beach on an overcast blue grey day with cold waters and cold breezes endofinput the of shared and celebrating new bonds with friends endofinput interestinglovingmakes me want to dance endofinput i myself at a with the artist getting ready to perform an intimate and the crowd rocking with the tempo as it builds up endofinput very fresh in my mind i have attended several functions which have a lot of great endofinput the has triggered thoughts of my ex girlfriend it is kinda emotional endofinput i an instrumentalist performing for a the before the starts endofinput people practicing dance moves or a endofinput as soon as the starts a lady in red starts to dance endofinput i myself in my house after a soft working day i dance to the happily endofinput the is on stage his keys while the and dancers are waiting for their cue to begin performing endofinput the start of the me feel sad i was sitting at the side of a fire alone in winter but then the upbeat was fun and sparked some joy and optimism into the evening endofinput the i be at a chilled festival in the countryside or woodlands and calmly dancing endofinput gave a feeling of calmness no visual endofinput its a rainy day i am inside a house with high ceilings a white interior and large windows the overcast light fills the room causing it to be a greyish blue color the rain rolls down the window cue a next in which i am driving a white car down a black road that is shimmering with the water from the rain that is drying an aerial shot pans overhead as i drive next to a grassy meadow i am pensively driving i have big ambitions endofinput at the beginning of the i myself at a funeral while it is raining all dressed on black with black umbrellas with other people as the sped up i sitting in a car looking out the window as we drive past the city and start going into a countryside endofinput running gravel pavements corners of buildings endofinput a karaoke acoustic night endofinput at first the vibes were a bit sadder and i raindrops falling against a slab but then it started getting lighter in tone and i a dj a at a festival endofinput the beat was great i wonder what kind of genre this is whos i hear this at endofinput it said for the context but the felt very beautiful and a bit melancholy so i a girl in a long white flowing dress with a wistful expression at first i her on stage doing a performance but then it turned into a fancy interior and then outside in a forest i really liked when the second part came in nice endofinput i saw myself near an ocean view listening to a person a and another the to begin a endofinput i that this reminded me of a familiar pop that starts off slow and gets upbeat i was of a male endofinput i myself at a big kind of a summer festival the crowd is moving to the beat lights flashing everywhere and people are singing along it feels fun a little hyped and everyones having a good time endofinput it came to mind as the as the credits are after a endofinput rain and a endofinput i about organising a private for my husband on his birthday endofinput this type of gave me the feeling of it being part of a the main character or actor is driving down the road ready to break out into vocals that may signal a sad endofinput 
23,concert,Ele,Ele_MED_20,CONCERT-Ele_MED_20,CON_Ele,feels you are underwater in the sea very calming very relaxing floating around in water endofinput vividly me of a mobile phone ad that i used to get back during covid while watching my favorite streamers endofinput this is the kind of background you hear when some big tech company some major innovation in the sphere and decides to a five minute long info dump explaining why this 1000 dollars smartphone is different from the one you just bought endofinput i the introduction screen to some kind of underwater endofinput it was quite an emotional of endofinput it has a nice chill vibe its the kind of that you want to relax and maybe daydream a little endofinput i the being played on an advert for a product oil endofinput pulsing android ringtone or alarm endofinput its hard to explain but its there were colours or colour tiles changing with every note also of just floating over the colours endofinput hot sunny day sun glistening on the sea as birds fly over not a person insight just nature endofinput i a man slow motion falling from the sky until the screen fades to black when the stops when it starts again we see him under water slowly sinking to the bottom endofinput more of a deep techno track somebody tiesto in 2004 or something to a large room dark crowd and neon light show slowly building up the to an eventual large grand loud finish endofinput its a calm and i am a fan of calm it me of my solo moments endofinput while i was listening to the i felt some kind of excitement it was i was getting ready for a big moment on stage with lights endofinput i two people who just got into a serious fight are at their places lying in bed about what they had done as they cry and regret endofinput the as if it comes from a endofinput loading patience looped endofinput slow and soothing in my thoughts endofinput is gives off nail salon vibes at a spa and somewhere you want to relax you feel at peace and at one with yourself earth very spiritual endofinput an astronaut floating in space endofinput i a about space filled with futuristic and slow moving endofinput a curtain raising track at a endofinput i tell the prompt was right endofinput i this as some sort of weird wellness retreat and this is the they force you to listen to to try and meditate they say its healing but all you can focus on it how it all feels so unattached and unlike one of and then they tell you that is actually how you feel about your life endofinput melodic more this for relaxing meditating than a something you listen to to relax and meditate endofinput 
24,concert,Jaz,Jaz_LOW_19,CONCERT-Jaz_LOW_19,CON_Jaz,very dynamic see people dancing to this in a or somewhere similar jazzy very fun and upbeat endofinput club cocktails and high end ladies in fancy dresses and men in suits potentially some people up dancing at the front in a swing style endofinput i my self in the audience watching a live orchestra paying close attention to the smallest details while munching on a bucket of p endofinput i some sort of 20s style anime maybe baccano with some manner of heist going on with this as the background endofinput i a from an old super mario 64 or something that endofinput id expect to hear this type of in a such as la la land endofinput a popular their and performing enthusiastically for the crowd endofinput i felt i was living in the oldies with thoughts of how the cars looked back then how the men dressed in their cowboy wears and how the ladies carried their hairs and how they dressed endofinput it a energetic with a strong beat and a powerful electric endofinput i have this of a meet the robinsons it an animated i really enjoyed then endofinput i my self immersed in an environment filled with people the mood is elevating and am lost in fantasy and a having a lifetime fun endofinput the tune is cinematic endofinput that me of a 1970s endofinput played in classy restaurants and events endofinput at first it reminded me of an alarm and i a phone with an alarm going off on a bed then a sort of with the and then a restaurant once it got going and then a restaurant in a overcooked 2 endofinput people dancing and being happy in the 50s after the war had finished endofinput a for an old european inspired where a character gets onto the train or carriage endofinput i a bank robbery by a man and a woman almost comedic the man keeps getting stuck in things his own outfit not behaving it should the woman role her eyes as shes trying her best to take the job seriously endofinput i a of 6 were slowly building a tempo and a one at a time in a dark club endofinput hard bop chicago new york of the 1950s stuff miles davis charlie parker of the 30s 40s type of energy its a real late night blues community cigars and smoking and real late hours of enjoying real not as commercialised as today more people living in the moment i can distinctive chatter at the back but not as close to the performers really small distance between the stage and those attending endofinput me of gatherings endofinput it actually felt a where someone is racing against time maybe with tension building at every beat endofinput cruise liner in the afternoon just after people have eaten small crowd for how good they are but they are getting paid to and travel endofinput i a group this in a at night and everyone is dancing their hearts out while drinking endofinput people do the fox trot to the endofinput in a in a tense part that requires concentration quick work endofinput a dj wants to keep the crowd moving endofinput it was a bit uncomfortable as a horror at first but the talent from the is powerful and you can hear it through there beats endofinput i cartoons when characters are running from their enemies i also the inside of an old school club endofinput slaps again in a but its getting late and the momentum amongst the musicians is reach a fever pitch endofinput a villainous character doing something sketchy then becoming enamoured with something else and losing his villainy for but a moment endofinput literally all i of from the beginning was mario that was all my brain see and i have no idea why but the entire time it was just mario endofinput 
25,concert,Jaz,Jaz_LOW_21,CONCERT-Jaz_LOW_21,CON_Jaz,a but not one in particular endofinput i about a classic in a everyone is just enjoying the and each others company had to of a in my head because nothing came to me right away endofinput for this i a ragtime in black and white with some comedic aspects going on in a nice restaurant similar to the laurel and hardy used to a very stereotypical waiter with one hand on a silver dish an a french moustache slipping and dropping drinks and food it is also shot very fast paced endofinput a busy hotel or a swanky perhaps in a posh hotel maybe during the holidays endofinput the spot light is on one of the player and the is now showcasing their skills endofinput the instrumentation me of many cartoons i have seen fairly odd parents popped into my head especially endofinput i a children the jungle book with baloo dancing around joyfully with the other characters in an open area of the jungle endofinput to me this screams out elevator or an old classical black and white that just has people moving around normally endofinput it reminded me of a tv theme frasier so i i was sitting to watch that show endofinput i a very packed with everyone dressed in vintage fashion from the 1920s smoking and drinking and having a good time endofinput it me of dancing away in a swing endofinput probably used as an funny intermission between different acts to allow people time to do what they need to do before the performance endofinput doctor who season 4 i with donna and the episode where the doctor is facing the invisible monster than copies his speech pattern in a train the show in the beginning them two in the lobby of the new planet enjoying their vacation and donna says shes heading to the pool and the doctor goes on a solo trip endofinput i seeing people the i heard on stage endofinput me of cooking where you have to rush to complete orders and those little other basic that have basic tasks burgers and coffee endofinput i about the dude on youtube showcasing his different he had a lot to show and this reminded me of his marimba performance i can even hear his voice saying marimba as if i am watching his right now endofinput this very much me of tom and jerry classic so i enjoyed it a lot as it gave me nostalgia endofinput someone the glockenspiel in a circus area with someone doing tricks and juggling in the arena endofinput i a group of clowns performing on the street with and colorful on a rainy day endofinput therapy clinic where i was taking my grandmother endofinput i children doing ballet dancing at school endofinput since it was kind of a lively it reminded me of the tv show frasier so i the hustle and bustle of the city people walking and rushing around endofinput i of wacky elevator or designed for kid that have you things or looking for items endofinput i wanted a as a child i it still be cool to have one or to be able to an in general endofinput i love the beats it is an endofinput i did not a i a upbeat where people were sat at a having drinks endofinput reminded me of a children or small toy they can interact with endofinput i one person up on the stage the to a small crowd i struggled to a scenario where this be played at a endofinput this a id hear in a kids show endofinput a ballet class with kids dancing around in tutus endofinput 
26,concert,Jaz,Jaz_MED_02,CONCERT-Jaz_MED_02,CON_Jaz,when i was a kid spending an afternoon with my grandma doing jigsaw puzzles endofinput first was the greatest of all time la noir its straight out of a 40s club or a prohibition era speakeasy endofinput at first i a browser window with a cafe ambient and then i see my universtys starbucks in full view and then i saw the inside of it as though id stepped inside and i was watching students sip their coffees and tap away on their laptops endofinput this brings back the of my ex partner endofinput peaceful and serene endofinput i felt i was in a club there to enjoy the musical artistry of older and more experienced artistes while i relax and on life endofinput this one me of every weekend i i was in a church during praise and worship time i always long for sundays so i can hear such cool endofinput it an artist performing in a the artist will likely be an instrumentalist endofinput a person on stage singing on a endofinput i entering a expensive restaurant endofinput i this being played as a dedication during a proposal function endofinput a musical their on stage and a crowd slow dancing to the endofinput an introduction at a the crowd is beginning to buzz with excitement as the are all their way to the stage loud cheers are erupting each time one of the members enters the feeling of tension within the crowd as they anticipate the entrance of the is lifting endofinput this me feel i was either in a with cigarette smoke in the air or listening to this on the banks of the seine in paris past midnight in the middle of summer endofinput date night in the city such as london or new york city having wine and dine time with a loved one while listening to some and enjoying the atmosphere endofinput its noir roaring 20s i am in a wearing a zoot suit with a cigar in my mouth i see a bombshell of a woman and i begin talking to her shes able to only match my energy but even put me on my toes the more i talk to her the more i begin falling in love its a smoky with dim lighting endofinput me and my partner were at a lovely steak restaurant endofinput this me myself i was in a getting dressed and applying makeup in a large mirror the vanity is messy and there are clothes on the floor endofinput showgirls romance new york rain on pavement romance endofinput  endofinput it reminded me of christmas and michael buble also someone the while a man is singing passionately and serenading a woman singing with a voice style similar to michael buble i men in suits performing endofinput a symphony i about how this is not a i attend endofinput i of a theatre setting with an orchestra this specifically a soloist endofinput a love two people being affectionate to one another endofinput i an outdoor in the middle of a big city during summer i people laying on blankets in grass around the stage endofinput i about a performance in britain got talent endofinput i the of being in a whilst this relaxing played in the background endofinput 
