,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,textMIMC_lvl2b
10,bar,Jaz,Jaz_MED_02,BAR-Jaz_MED_02,BAR_Jaz,dynamic sway someone care sit drink alone think life something important endofinput new york city cocktail flow old clientele everyone nicely dress atmospheric lighting endofinput imagine self watch live feel nostalgic nod head rhythm endofinput felt like scene old tv show someone sit alone wait someone never show endofinput smooth like endofinput scenario one walk meet friend discussion endofinput wife emily meet many date remember propose day come mind endofinput sound like backdrop scene someones walk city street endofinput imagine din husband favorite restaurant drink wineeating favorite meal background endofinput feel like somewhere far noise daily life maybe quiet forest wind simplicity clear mind word distraction raw sound remind always need explain feel endofinput tune relax endofinput black ops zombie endofinput sound like cool classy classy event restaurant endofinput remind scene fancy possibly top hotel endofinput picture dimly lit mostly black design wall chair etc kit take quite lot room wear black suit endofinput imagine smokey room someone trumpet audience poshly dress people smoking endofinput calming night work converse friend stranger endofinput imagine spotlight shin two people couple slowly dance arm arm hand hand use whole floor endofinput imagine sit sip coffee dark atmosphere relax endofinput smooth softly open air space city restaurant large pavement area passer quite touristy area see place like france italy rendition american last century offer traditional classy dish serve excellent chef good review online difficult book table endofinput reminds date endofinput honestly musical sound make imagine peaceful journey quiet forest endofinput classy performer well lit round stage musician tuxedo female wait wear sequinned dress endofinput imagine wedding bride groom slow dance together people join enjoy night endofinput people see poet people click hand pause endofinput drink friend pool endofinput make feel like new york near christmas meet someone soul mate thrive enjoy life living like main character endofinput beautiful woman sit alone handsome man admire beauty afar endofinput scene cozy outside dark rain outside window softly lit people inside look cozy warm endofinput hear beat twice relate endofinput sound like cool restaurant ambience endofinput summer draw close letting autumn creep realise watch late sunset happen around time endofinput blue man sax deeply punter drink listen endofinput see cafe restaurant endofinput similar experience first hear study imagine much place atmosphere endofinput 
11,bar,Jaz,Jaz_MED_07,BAR-Jaz_MED_07,BAR_Jaz,think mystery crime think black white main character detective woman red dress seem old school endofinput character sit drink alone bad news receive endofinput sound like lowkey speakeasy popular place quiet one hidden gem place antique furniture low light endofinput nothing specific come memory think late night scene old character walk alone contemplate next move endofinput visualise fancy restaurant wear suit date beautiful girl drink champagne stage near background also visualise colour red lot probably signify type romantic element scene endofinput city street harlem endofinput sound like hotel maybe endofinput sound lot like something hear one ambiance sound youtube get mood read relax lay love put sound like close eye imagine coffee shop someone watch read book endofinput scene player everyone else dance tune endofinput thought relieve endofinput use sleigh bell always invoke winter vibe little endofinput thought quite place people seat either played endofinput imagine scene character walk street new york sad event look melancholy get rain everything seem quite grey reflect mood character endofinput imagine american blue club old man late hour endofinput imagine calm evening warm tone fair handful people populate endofinput imagine small orchestra cello musical walk semi fancy fancy restaurant endofinput imagine man black suit sit grand sensually passion endofinput make imagine man sit endofinput imagine calm classy everyone dress formal wear quiet quiet hear people conversation atmosphere nice room full fancy decoration endofinput another quiet endofinput felt like coffee shop enjoy day almost felt like autumn endofinput make think club poker food well smoke cigarette underground poker club cosy relax atmosphere cigar smoke air endofinput jazzy make think persona quite prominent style main character bench fellow classmate team member listen calm cool original soundtrack main character chat friend hang endofinput calming soothe effect imagine chill balcony night cup tea endofinput imagine person wait meeting mysterious person like spy endofinput partly picture someone sit fancy restaurant fully clear think picture endofinput imagine red wall old school theme people smoke cigar live endofinput imagine dancing woman besides take beer endofinput particular scene felt like convey sort longing upset treat poorly neglect feeling get listen endofinput sound cooling relax try ease immerse endofinput slow fun slow endofinput envision someone dim lit room people dinner posh restaurant endofinput felt like classy wine player set vibe reason player wear hat imagine really thin stem wine glass endofinput definitely remind youd hear whilst enjoy drink endofinput 
12,bar,Met,Met_LOW_09,BAR-Met_LOW_09,BAR_Met,imagine group people opposite u another group clash similar mosh pit endofinput opening sound like something action growling make sound like generic scene endofinput evoke feeling road trip couple friend endofinput make want dance care freely like jump move baddy place without pattern make feel alivethis sound shake endofinput felt like scene roll hype crowd begin endofinput reminds college day use party lot endofinput sound like someone perform entertain guest endofinput thought dj beat open people dance endofinput find quite hard imagine felt suited towards pub kind specialist place however picture lot people dress black leather stud clothing head back forth tattoo endofinput imagine festival friend sun shin happy endofinput imagine watch action start endofinput loud crowd full kind people include motorist love hard endofinput walk also like make think start war head battle unenjoyable endofinput heavy small venue endofinput feeling nostalgia alternative teenager endofinput saw silhouette thor raise hammer lightning struck reveal visage warrior wear elk skull rise ground mighty axe hand begin charge endofinput town people walk remote redneck pub fill men long beard endofinput tank war energy drink endofinput watch wrestling endofinput imagine dragon fly air wing flapping camera shot pan sharp white teeth also start breathe flame part wear vocalist slightly scream endofinput enjoy hear endofinput context prompt say typically hear sound like heavy wasnt sure imagine since never like kind let mind wander thing bring image like kiss disturbed cool endofinput imagine sexy lady slowly swing body interest attract men endofinput member long hair headbanging stage endofinput one make think lively friend friday night upbeat cool edge like everyones relax laugh good time endofinput death night punk rocker crowd go wild fire effect stage next endofinput imagine people head bang setting endofinput give thought everyone nod head forward match beat endofinput 
13,bar,Met,Met_LOW_14,BAR-Met_LOW_14,BAR_Met,think something lot action involve think sport basketball friend also think run treadmill also think lift weight endofinput prompt image fight scene people engage heavy combat use sword imagine like dimly lit room two people centre endofinput exboyfriends step dad love kiss always room exactly think hear bring sad memory relationship end well endofinput reason one envision see live plan imagine headbanging long curly hair vest denim jacket one shape like v also imagine dragon arena reason assume fake real dragon endofinput similar last sound sound like endgame bos fight oppose something hear think think also remind final bos truly lock beat bos endofinput sound make thought imagined fight opposer endofinput way put together sound much like score anything hear maybe action bos fight endofinput thought disco light flash place endofinput immediately think tv show strange thing inspiring fight scene protagonist villain lot red orange colour style clothing lot cut scene different protagonist portion fight endofinput small local night local endofinput imagine fighting style type people background soundtrack endofinput make imagine another battle scene army get ready pit enemy endofinput imagine fill light flash everywhere bartender look overly friendly like overly fancy nice decoration endofinput imagine sort scandinavian possibly also use horror endofinput science fiction science fiction show endofinput see see use soundtrack like castlevania haunting way endofinput make think fight fast paced action evoke adrenaline feeling shock make want dance endofinput vampire like castlevania even though never saw know one thing know castlevania dracula vampire imagine darkened evening black tree background black bat fly air towards castle loom distance barely see slight hint cape window endofinput fun listen remind day high octane football tournament young endofinput remind almost heavy version hear zelda endofinput make think headbanging work really sound like something imagine id hear endofinput friend party endofinput imagine seat guy keep customer excite endofinput remind bos specific one thought playable character dodge attack large elegant yet oppose enemy repeat attack endofinput sort least think surely quiet endofinput give club vibes beat synchronized endofinput imagine imagine tent people go mad dancing endofinput imagine busy blast really loud everyone drinking endofinput imagine sort imagine lot men long hair vest enjoy endofinput imagine action scene main act chase bad guy bridge car endofinput 
14,bar,Met,Met_MED_19,BAR-Met_MED_19,BAR_Met,upbeat never hear sound like maybe end credit something way much go endofinput especially imagine fit club endofinput even thought picture home hero hear haul serious biker something endofinput imagine scene standing crowd watch endofinput solid good beat expect hear endofinput usual commonly hear party host full school teen endofinput chaotic busy area especially busy place new york city traffic rowdiness noise etc like place prefer quiet peaceful environment endofinput sound like kind id hear fast paced action scene endofinput give thought people dance angrily roll heat sweat puke everywhere endofinput bring memory night drinking peer weekend feel personal deep feeling endofinput tune entertain endofinput envision midwest endofinput sound like get end classic endofinput remind lot anime open visualise scene attack titan tokyo ghoul specifically attack titan character fly air like opening credit similar scene tokyo ghoul like memorable fight scene endofinput someone hero friend laugh joke endofinput imagine two car race red car silver car background hard make speed fast swerving car chase intense silver car try hardest catch man red car owe lot money endofinput imagine street racing old work town back lift work car turbo charger fly mph around corner light black car good frequent memory endofinput heavy surround people like punk dress dark clothes wear piercings drink thing like rum craft beer stout stuff like loud people loud chatty friendly good vibe associate setting quite lot frequent pub set much traditional others endofinput reminds friendship go friend couple drink endofinput favourite local kind bit grotty open late dimly lit carpet theres feint smell body odour endofinput imagine either intense chase scene another fight scene big bos endofinput arcade endofinput flame head bang loud shouting endofinput imagine listening endofinput felt like blood rise bit overwhelming also like need let lose crash enjoy endofinput people bang head dress black outfit endofinput image punk rocker shred zoom image finger endofinput also sound like hear keep think fit since indicate typically rest case endofinput imagine early party endofinput metallica stand around bad boxy tv hero hero try thrash hard endofinput opening title fighting endofinput see maybe store like hot topic spencer back endofinput picture lot guy long hair wear black leather lot people push together crowd look far uncomfortable much seem enjoy endofinput picture bos fight tattoo shop anything else fitting endofinput 
15,bar,Met,Met_MED_20,BAR-Met_MED_20,BAR_Met,thought like school something similar mosh pit endofinput see computer desk kid open spotify see avenge sevenfold whilst homework computer talk friend facebook time loud hear mother say walk lean take wired headphone plug computer tower listen endofinput sound like early hard speed endofinput remind high school finally get perform gig endofinput remind two battle stage like competition felt loud endofinput say still mostly present stage live audience endofinput imagine endofinput remind sort manga cartoon like pokemon level nothing particular kind program endofinput perform contest various guest cheer endofinput sound night club endofinput imagine girlfriend little brother hero endofinput feel like might hear parent tv close time endofinput sound like call parallel world elliot minor produce nostalgia track reference sound bit like dragonforce black veil bride endofinput reminds go live dad see enjoy fill room everyone enjoy endofinput make feel excited hear wrestle endofinput imagine scene devil may cry scene action pack character flashy anime style visuals move perform character almost sync emphasis cool factor see endofinput gig endofinput thought sonata artica like also briefly think resemble rob zombie change mind give power vibe folk argentina make similar believe imagine animated performer electric stage inside endofinput want put setting since seem fit endofinput imagine loud american style diner endofinput energetic uplifting like race climax feel energy rise quickly endofinput remind anime setting one come mind naruto yugioh imagine specific scene place show general maybe action sequence kind endofinput thought live performance young energetic endofinput sound endofinput sound like opening scene action pack japanese animation series sound like watch baku endofinput really clearly imagine jukebox thought come mind see also use scene set possibly fight scene really serious endofinput imagine situation biker look people hang outside near patio inside sound bit muffle stand endofinput remind scooby doo try catch bad guy get intense match portrayal character endofinput sound like loud fast pace endofinput thought fight street fighter marvel v capcom vibe endofinput 
16,concert,80s,80s_LOW_02,CONCERT-80s_LOW_02,CON_80s,think dad dad love wherever hear think bring feeling nostalgia curiosity endofinput imagine walk empty church building test church service endofinput hit right away make think la noir like scene detective try interview attractive suspect try hide truth endofinput even though one present visualise huge orchestra background man huge stadium like stage man light limelight passion player also light small stage lighting lot mist air fog machine scene feature lot blue light make feel though orchestra sax player underwater endofinput end vintage beach two character walk sunset endofinput sound like introduction feel like hear similar especially like mafia since set early also hear like introduction bring character endofinput romantic scene people dance others arm endofinput sound really soothing make imagined pet sleep endofinput remind mom listen little thing like sometimes sound close stuff endofinput thought live trumpet carrying smooth endofinput imagine character fresh break sit alone darkly lit glass whisky look melancholy lose endofinput imagine small club sort light low everything endofinput think man short blonde hair sit whilst look like really get endofinput make feel like walk forest calming surreal sounding imagine sun face endofinput solo act guy well whole crowd excite amaze well hes endofinput club bistro endofinput  endofinput sensual romantic scene two lover connect also picture instrumentalist stage opera like set endofinput make think seductive woman mysterious solve crime well secretive fun endofinput hear despite despondent tone think man dude appear eurovision quite famous know appear thought prominently exist make motion melodramatic endofinput imagine live performance sit big theater completely dark except spotlight shin performer onstage endofinput previous girlfriend love rb blue endofinput imagine musician cocktail party endofinput sort lament scene late night kind misty woman walk around aimlessly head hang low deject loss failure feeling endofinput seem like relax slow type calm endofinput relax endofinput imagine set golden light fit tune lot people sway feel endofinput imagine stage intimate venue audience sit small table drink wine cocktail ambient warm lighting sound quiet chatter endofinput imagine holiday hear live maybe entertainment endofinput people ballroom elegant dress slow dance floor endofinput 
17,concert,80s,80s_LOW_06,CONCERT-80s_LOW_06,CON_80s,bland like lift something something specifically think remember end credit endofinput middle age people endofinput imagine walk clothing store forever charlotte russe etc hearing blast speaker endofinput sound like bit tv show old endofinput remind opening theme tune show seinfeld endofinput usually party especially endofinput saw fun dancing enjoy friend school reunion drink gossip dancing everyone seem happy endofinput make think high speed car chase neon lit city endofinput imagine friday evening husband decide go catch friend find one arrive endofinput pop give feeling fun along dance time endofinput picture people praise place clapping raise voice endofinput tune give driving experience endofinput find sitcom endofinput sound like hear classical event endofinput saw lot coloured background change beat kind green screen person dance like disco style trumpet bass fly across colour endofinput people dance hot sunny day seafront laughing joking world endofinput random day sunny shopping district endofinput imagine end wedding everyone wedding success couple happy character dance alter everyones cheerful name actor come close dance come screen endofinput free improvisation sort jam give thought local city festival middle day middle town square road close festival free people city aimlessly intelligently term chord nothing experimental extreme good thing appeal wider crowd old young rather one endofinput reminds last experience endofinput imagine lively dancing along bright light endofinput city skyline night smoky clubs new york chicago steamy back alleyways people dance club endofinput imagine friend group disco nightclub dance heart away long day work endofinput people dance disco people perform soul train stage endofinput final scene romantic comedy probably two main character finally get together set new york course endofinput sitcom theme inspired family comedy endofinput dance like one else endofinput talented hear include endofinput solo performance stage endofinput fun scene people dance disco player appear solo people dance endofinput definitely sound hear make wan na dance keep dancing endofinput happy time tokyo endofinput picture stadium sort place lot tier people dance long happy expression face endofinput picture live show type like live set something like endofinput 
18,concert,80s,80s_MED_08,CONCERT-80s_MED_08,CON_80s,see roller rink bright color people talk laugh loud light dark everything feel alive almost feel air brush past face skate around endofinput make think something retro mixed something new age endofinput remind beginning theme old school show show town different character opening scene endofinput specifically madness reason maybe similar much else apart endofinput sound like staged maybe live audience endofinput sound remind scene man walk sarcastic manner street new york endofinput remind child parade cute furry animal walk along street people watch side recently watch squid remind part little girl watch bunny endofinput gareth gate spirit sky tune similar endofinput really remind kid show like hi art attack brightly colour set live audience furniture look like giant version paint brush overly smiley host endofinput old generation dance partner since release generation love endofinput reflect melody party club endofinput imagine people beach resort listen outdoor laughing socializing endofinput feel like celebration end credit like theres montage final event story reach resolution thing wind endofinput car long road trip make feel hopeful relaxed endofinput retro theme city new orleans hear softly background amidst chatter customer vibe casual people arent dress match theme theme bold enough affect endofinput party endofinput remind alfresco dining busy town endofinput felt might type new orleans never hear far recall one make think mardi gras new orleans think specific artist type sound like good background celebratory scene tv show evoke vaguely nostalgic feeling endofinput reminds graduation day endofinput imagine upbeat holiday compilation family laugh mingling fun around large dinner table cover food endofinput imagine party endofinput think mum ton record sound exactly like listen nonstop back endofinput immediately see older perform small nod along snap finger ready croon microphone think end remembering visualise see old performance black white impacted view endofinput imagine type introduction tv show specifically family theme one maybe early endofinput remind animated cartoon picture like crocodile elephant top hat tie sunglass sway sound old stylized cartoon like animation endofinput sound like end credit endofinput family friendly sound like something hear theme park circus ride fair endofinput 
19,concert,80s,80s_MED_13,CONCERT-80s_MED_13,CON_80s,sound quite magical whimsical endofinput enter new zone area endofinput sound like extended version console start sound endofinput imagine esque abstract first navy blue background fog cold white blue ambient light last th seem fit musical musical scene come mind endofinput relate circumstance new romantic relationship endofinput love hsairits emotionalmakes want kiss soomeoehold person cuddleits soothe endofinput feel like prepare crowd arrival artiste something calm interesting endofinput remind ex boyfriend love type whenever visit place kind use listen endofinput happy thought listen felt thrill endofinput imagine introduction artist perform slow endofinput hear context instantly think lot people sit arena manchester time also think sound bit like mystery like almost like comedy magic show rather endofinput felt like build tension make feel happy excite endofinput thought scene lack sleep need something carry away endofinput imagine scene lover dance background endofinput stage stand next wait verse start start endofinput another introduction style enter stage people get excite bustling among crowd member enter stage endofinput load screen scene wedding honey moon enjoy newly wed endofinput felt like home bed look ceiling long day work endofinput saw girl love first sight heart sunk butterfly stomach time move slow motion sun hit face perfectly seem like foot arent even touch ground endofinput sexual scene two lover sex first time endofinput imagine purple white star rotate pitch black star bright shiny holographic colour reflect endofinput star space planet endofinput felt like christmas supermarket buying christmas gift endofinput remind think kind remind maybe soundtrack golden age disney like lion king endofinput imagine famous celeb ready begin calm yet interesting endofinput thought old woman stage time period wear neon clothes volumed hair endofinput raindrop fall leaf tree plant rainforest endofinput imagine stand big crowd sway side side everyone else feel calm uplift like one moment close eye let sound wash endofinput give type blue feel feeling year ago experience old era endofinput 
20,concert,Ele,Ele_LOW_09,CONCERT-Ele_LOW_09,CON_Ele,felt like bass like similar like never enough energy enjoy felt annoy emotionally good endofinput festival strobe light huge crowd endofinput see stage bunch people front edm people jump room dark except light screen people phone dj laser bass build laser start flash mind take moment hop one undiagnosed epilepsy endofinput sound like club rave rather endofinput give feel opening dark crowd people get excite finally begin endofinput rave tightly pack surround people lot light ray stage go crowd overwhelm uncomfortable endofinput sound background mostly use anticipate suspense unexpected event endofinput imagine surrounding around water around nature sound remind past holiday endofinput remind bit use teenage year endofinput imagine fast paced action animate main character run fast fight enemy endofinput one sound much style evanescence think endofinput really remind tron dark arena lit neon blue light player get ready battle track build imagine player run fight endofinput imagine house party fun freinds also imagine make new friend party variety truth dare fun endofinput birthday celebration everyone show dancing skill endofinput imagine people nightclub strobe light go dancing possibly trip endofinput feel like action science fiction set late part sound almost remind engine roar also sound like audience cheer scream tie idea something someone spotlight audience watch endofinput glastonbury rave eurovision endofinput mesmerise give good feeling endofinput imagine sit large arena thousand others attend actively take stage build first performance crowd get hype endofinput scene endofinput fall time lapse something along line endofinput vaguely remind include word gran turismo title early think much else one seem belong fast paced action racing guess endofinput sound make imagine world cyber punk similar throughout cyber futuristic style gangster set endofinput reminds favourite team endofinput feel like climax explosion capture something way beat build tone endofinput imagine scene teenager college student party laser light drink crowd people dance maybe drug involve like indicate one character feel euphoric endofinput thought endofinput imagine present street dance performance endofinput make think remember raf dreamland boomtown endofinput really see extended remix really hype kpop jpop really clearly picture opening design idol show complicated dance routine many backup dancer create visual spectacle endofinput picture large festival really crowd thousand fan take place night endofinput crowd festival night time laser light point direction colorful reminiscent electric daisy carnival look like head endofinput remind call duty main menu theme wait lobby multiplayer endofinput 
21,concert,Ele,Ele_LOW_14,CONCERT-Ele_LOW_14,CON_Ele,think old sonic think original sonic map sonic run around think jumping noise make endofinput contra bedroom sit floor back bed endofinput rave lot strobe lighting people jump huge room full people light strobe flashing light endofinput start start think blade couple second switch think classic grow family gamers make think scene like bos scene metroid old doom get power endofinput sound like modern rendition old street rage retro feel synths crunchy like use sound like perfect menu bit fighting like endofinput sound remind old sonic hedgehog kind hear futuristic style level great representation make feel like level endofinput thought energize sound endofinput envision try invoke retro field big festival like endofinput imagine old school arcade like pac man background arcade simple repetitive yet enjoyable premise endofinput dj get ready big drop hype crowd first section endofinput imagine old bit take place space space ship shooting target endofinput make imagine dance friend spin round circle flash light endofinput sound start rave imagine people start get hype start build endofinput sound disco techno imagine retro club scene people vibe endofinput sound like soundtrack bit bit era akin like mega man similar side scroller endofinput make think club well show teenager queer life exciting take back well time work responsibility endofinput remind contra old school retro people arcade back early see main character use arm gun shoot enemy approach also see different people arcade type like pac man dance dance revolution endofinput funky make think cyberpunk theme place fun perspective endofinput put mind school endofinput picture busy nightclub dark crowd loud lot people dance etc endofinput previous road trip friend beat endofinput imagine entertain guest cocktail party endofinput remind breath fire first mario sound like fire breathing sound lead away imagine turn base combat sort scene endofinput expect especially effect like something old mario sonic endofinput sound like cartoon endofinput yes envision club ibiza lot strobe light laser endofinput imagine dark man stage dj deck lot flash light smoke imagine lively crowd lot finger gun wear sunglass endofinput imagine people dance disco light endofinput 
22,concert,Ele,Ele_MED_19,CONCERT-Ele_MED_19,CON_Ele,sound like minecraft endofinput late night bedroom hear rain come tap bedroom window endofinput sound like youd hear indie endofinput imagine track something take place beach overcast blue grey day cold water cold breeze endofinput remind share memory celebrate new bond friend endofinput interestinglovingmakes want dance endofinput imagine artist get ready perform intimate crowd tempo build endofinput fresh mind attend several function lot great memory endofinput trigger thought ex girlfriend kinda emotional endofinput imagine instrumentalist perform sound start endofinput people practice dance move endofinput soon start lady red start dance endofinput imagine house soft working day dance happily endofinput stage key dancer wait cue begin perform endofinput start make feel sad like sit side fire alone winter upbeat fun spark joy optimism evening endofinput scene image chilled festival countryside woodland calmly dance endofinput give feeling calmness visual scene endofinput rainy day inside house high ceiling white interior large window overcast light fill room cause greyish blue color rain roll window cue next scene drive white car black road shimmer water rain dry aerial shot pan overhead drive next grassy meadow pensively drive like big ambition endofinput beginning imagine funeral rain dress black black umbrella people speed imagine sit car look window drive past city start go countryside endofinput run gravel pavement corner building endofinput karaoke acoustic night endofinput first vibe bit sadder picture raindrops fall slab start get lighter tone imagine dj festival endofinput beat great wonder kind genre whos hear endofinput say context felt beautiful bit melancholy imagine girl long white flow dress wistful expression first imagine stage performance turn fancy interior outside forest really like second part come nice endofinput saw near ocean view listen person another begin endofinput think remind familiar pop start slow get upbeat think male endofinput picture big kind like summer festival crowd move beat light flash everywhere people along feel fun little hyped everyones good time endofinput come mind credit endofinput rain endofinput think organise private husband birthday endofinput type give feeling part main character actor drive road ready break vocal may signal sad endofinput 
23,concert,Ele,Ele_MED_20,CONCERT-Ele_MED_20,CON_Ele,feel like underwater sea calming relax float around water endofinput vividly remind mobile phone ad use get back covid watch favorite streamer endofinput kind background hear big tech company make major innovation sphere decide make five minute long info dump explain dollar smartphone different one buy endofinput imagine introduction screen kind underwater endofinput quite emotional endofinput nice chill vibe kind make want relax maybe daydream little endofinput imagine advert product like oil endofinput pulse android ringtone alarm sound endofinput hard explain like colour colour tile change every note also image float colour endofinput hot sunny day sun glisten sea bird fly person insight nature endofinput imagine man slow motion fall sky screen fade black stop start see water slowly sink bottom endofinput deep techno track somebody like tiesto something large room dark crowd neon light show slowly build eventual large grand loud finish endofinput calm sound fan calm sound remind solo moment endofinput listen felt kind excitement like get ready big moment stage light endofinput imagine two people get serious fight place lie bed think cry regret endofinput sound come endofinput load patience loop endofinput slow soothe thought endofinput give nail salon vibe spa somewhere want relax make feel peace one earth spiritual endofinput astronaut float space endofinput imagine space fill futuristic slow moving scene endofinput sound like curtain raise track endofinput tell prompt right endofinput imagine sort weird wellness retreat force listen try meditate say healing focus feel unattached unlike one tell actually feel life endofinput melodic picturing relax meditate something listen relax meditate endofinput 
24,concert,Jaz,Jaz_LOW_19,CONCERT-Jaz_LOW_19,CON_Jaz,dynamic see people dance somewhere similar jazzy fun upbeat endofinput club cocktail high end lady fancy dress men suit potentially people dance front swing style endofinput imagine self audience watch live orchestra pay close attention small detail munch bucket p endofinput imagine sort style anime maybe like baccano manner heist go background endofinput imagine scene old like super mario something like endofinput id expect hear type la la land endofinput popular perform enthusiastically crowd endofinput felt like live oldie thought car look back men dress cowboy wear lady carry hair dress endofinput sound like energetic strong beat powerful electric endofinput thought meet robinson animated really enjoy endofinput imagine self immerse environment fill people mood elevate lose fantasy lifetime fun endofinput tune cinematic endofinput make think endofinput classy restaurant event endofinput first remind alarm picture phone alarm go bed sort restaurant get go restaurant like overcook endofinput people dance happy like war finish endofinput old european inspire character get onto train carriage endofinput imagine bank robbery make man woman almost comedic man keep get stick thing like outfit behave like make woman role eye shes try best take job seriously endofinput imagine slowly build tempo one time dark club endofinput hard bop chicago new york scene stuff like mile davis charlie parker type energy real late night blue community cigar smoking real late hour enjoy real commercialise today people live moment imagine distinctive chatter back close performer really small distance stage attend endofinput reminds gathering endofinput actually felt like scene someone race time maybe tension building every beat endofinput cruise liner afternoon people eat small crowd good get pay travel endofinput imagine group night everyone dance heart drink endofinput people fox trot endofinput tense part require concentration quick work endofinput dj want keep crowd move endofinput bit uncomfortable sound like horror first talent powerful hear beat endofinput imagine cartoon character run enemy also imagine inside old school club endofinput slap get late momentum amongst musician reach fever pitch endofinput villainous character something sketchy become enamour something else lose villainy moment endofinput literally think beginning mario brain see idea entire time mario endofinput 
25,concert,Jaz,Jaz_LOW_21,CONCERT-Jaz_LOW_21,CON_Jaz,one particular endofinput think classic everyone enjoy others company think scene head nothing come right away endofinput imagine ragtime like scene black white comedic aspect go nice restaurant similar laurel hardy use make stereotypical waiter one hand silver dish french moustache slip drop drink food also shot fast pace endofinput busy hotel swanky perhaps posh hotel maybe holiday endofinput spot light one player showcasing skill endofinput instrumentation remind many cartoon see fairly odd parent pop head especially endofinput imagine child like jungle book baloo dance around joyfully character open area jungle endofinput scream elevator old classical black white people move around normally endofinput remind tv theme like frasier imagine sit watch show endofinput imagine packed everyone dress vintage fashion smoking drinking good time endofinput make think dance away swing endofinput probably use funny intermission different act allow people time need like performance endofinput doctor season think donna episode doctor face invisible monster copy speech pattern train show begin two lobby new planet enjoy vacation donna say shes head pool doctor go solo trip endofinput imagine see people hear stage endofinput make think cook rush complete order little basic basic task like make burger coffee endofinput think dude youtube showcasing different lot show remind marimba performance even hear voice say marimba watch right endofinput much reminds tom jerry classic enjoy lot give nostalgia endofinput someone glockenspiel circus area someone trick juggling arena endofinput imagine group clown perform street colorful rainy day endofinput therapy clinic take grandmother endofinput imagine child ballet dance school endofinput since kind lively remind tv show frasier imagine hustle bustle city people walk rush around endofinput thought wacky elevator design kid make thing look item endofinput want child think still cool one able general endofinput love beat endofinput imagine imagine upbeat people sit drink endofinput remind child small toy interact endofinput picture one person stage small crowd struggle picture scenario endofinput sound like sound id hear kid show endofinput ballet class kid dance around tutu endofinput 
26,concert,Jaz,Jaz_MED_02,CONCERT-Jaz_MED_02,CON_Jaz,kid spend afternoon grandma jigsaw puzzle endofinput first think great time la noir straight club prohibition era speakeasy endofinput first imagine browser window cafe ambient see universtys starbucks full view saw inside though id step inside watch student sip coffee tap away laptop endofinput bring back memory ex partner endofinput peaceful serene endofinput felt like club enjoy musical artistry old experienced artiste relax reminisce life endofinput one remind every weekend think church praise worship time always long sunday hear cool sound endofinput sound like artist performing artist likely instrumentalist endofinput person stage singing endofinput imagine enter expensive restaurant endofinput imagine dedication proposal function endofinput musical stage crowd slow dancing endofinput introduction crowd begin buzz excitement make way stage loud cheer erupt time one member enter feeling tension within crowd anticipate entrance lift endofinput make feel like either cigarette smoke air listen bank seine paris past midnight middle summer endofinput date night city london new york city wine dine time loved one listen enjoy atmosphere endofinput noir roar wear zoot suit cigar mouth see bombshell woman begin talk shes able match energy even put toe talk begin fall love smoky dim light endofinput partner lovely steak restaurant endofinput make imagine like get dress apply makeup large mirror vanity messy clothes floor endofinput showgirl romance new york rain pavement romance endofinput  endofinput remind christmas michael buble also someone man passionately serenade woman voice style similar michael buble imagine men suit perform endofinput sound like symphony think attend endofinput thought theatre setting orchestra specifically soloist endofinput love scene two people affectionate one another endofinput picture outdoor middle big city summer picture people lay blanket grass around stage endofinput think performance britain get talent endofinput imagine thought whilst relax background endofinput 
