,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,textMIMC_lvl1b
15,bar,Met,Met_MED_20,BAR-Met_MED_20,BAR_Met,i thought of where they are at a like school of or something similar and they are in a mosh pit endofinput i can see myself at the computer desk as a kid opening up spotify to see what avenged sevenfold was whilst doing homework on the computer and talking to some friends on facebook at the time the is loud and i can not hear what my mother is saying to me until she walks over to me and leans down so i have to take my wired headphones plugged into the computer tower off to listen to her endofinput sounds like some early 2000s hard or speed endofinput this reminded me of the 90s where the high school finally gets to perform the gig endofinput reminded me of two bands battling on a stage like in a competition felt very very loud endofinput i say it is still an mostly presented in a stage with live audience endofinput i imagined endofinput it reminds me of some sort of manga cartoon like pokemon or the which is about level 9000 nothing in particular just those kinds of programs endofinput a performing at a contest and the various guests cheering them up endofinput the sounds as if its played in a night club endofinput i imagined my girlfriends little brother hero endofinput this feels like a i might hear on my parents tv or in from closer to their time endofinput it sounded like a called parallel worlds by elliot minor and produced the same nostalgia as the tracks i referenced sounding a bit like dragonforce or black veil brides endofinput reminds me of going to live with my dad to see bands that we both enjoy the fills the room and everyone there enjoys themselves endofinput it made me feel excited i have heard it through wrestling endofinput i imagined a scene from a such as devil may cry the scene is action packed and the characters are flashy with anime style visuals the moves being performed by the character is almost in sync with the and there is an emphasis on the cool factor of what is being seen endofinput a gig endofinput i thought of sonata artica a that i like i also briefly thought that this resembles the of rob zombie but then i changed my mind this gives off power vibes there is a folk in argentina that makes similar i believe i imagined an animated performer with an electric on a stage inside a endofinput i wanted to put myself in a setting with that since it did not seem to fit in endofinput i imagined a loud american style diner in the 80s endofinput energetic uplifting like you are racing to a climax feel that the energy was rising quickly endofinput it reminded me more of anime than a setting ones that came to mind were naruto or yugioh i did not imagine a specific scene but i placed it with those shows in general maybe an action sequence of some kind endofinput thoughts of a live performance in a with a young and very energetic endofinput it sounds rocking endofinput it sounded like the opening scene of an action packed japanese animation series it sounded like i was watching baku endofinput i really clearly imagine this from a jukebox at a after this a thought that came to mind was that i see this also being used for a scene set in a possibly during a fight scene that is not really serious endofinput i imagined a situation where there are some biker looking people hanging out at a outside near a patio the is from inside the so the sounds a bit muffled from where they are standing endofinput it reminded me of scooby doo where they be trying to catch the bad guy at a and the is getting intense to match the portrayal of the characters endofinput again sounded like at a as it was loud and fast paced endofinput i thought of fighting you can such as street fighter or marvel vs capcom it had a vibe to it endofinput 
16,concert,80s,80s_LOW_02,CONCERT-80s_LOW_02,CON_80s,i thought about my dad being in a my dad loved and wherever i hear it i think about him this brought feelings of nostalgia and curiosity endofinput i imagined myself walking into an empty church building where the are being tested before church service endofinput it did not hit me right away but this made me think of the la noir like a scene where the detective is trying to interview the attractive suspect and she is trying to hide the truth endofinput even though there was not one present in the itself i visualised a huge orchestra in the background of a man with a on a huge stadium like stage the man was lit in limelight and with passion the player was also lit up with smaller stage lighting and there was a lot of mist in the air fog machine the scene featured a lot of blue lighting to make it feel as though the orchestra and sax player are underwater endofinput ending of a vintage 80s or 90s on the beach the two characters walk off into the sunset endofinput this sounded like introduction to a or i feel like i have heard similar in especially like mafia since that is set in the early 1900s i have also heard like this played in the introduction to a when they are bringing all of the characters in endofinput a romantic scene people dancing in each others arms endofinput the sound was really soothing and made me imagined it for my pet to sleep endofinput i was reminded of when my mom listen to when i was little things like this sometimes sounds very close to the 80s stuff endofinput thoughts of live when the trumpet is being played and the is so carrying or smooth endofinput i imagined a character in a fresh from a break up sitting alone at a darkly lit with a glass of whisky looking melancholy and lost endofinput i imagined more of a smaller in a club of sorts lights low and everything endofinput i think of a man with short blonde hair sitting at a and it whilst looking like hes really getting into the endofinput it made me feel like i was walking through a forest as it was so calming and surreal sounding i imagine the sun on my face endofinput played during a solo act the guy with the is doing so well that the whole crowd is excited and amazed by how well hes endofinput played at a club or a bistro endofinput  endofinput a sensual romantic scene with two lovers connecting also i can picture the instrumentalists on stage in an opera like setting endofinput makes me think of seductive women and those mysterious 50s where they solve crimes as well it is very secretive and fun endofinput when i heard the despite its despondent tone i thought about the man the dude who appears in eurovision and is quite famous i do not know why he appeared in my thoughts so prominently but he exists and is making the same motions with his own while being melodramatic endofinput i imagined a live performance i was sitting in a big theater and it was completely dark except for the spotlight shining on the performers onstage endofinput my previous girlfriend who love rbs and blue endofinput i imagined musicians at a cocktail party endofinput a sort of lamenting scene late at night kind of misty woman walking around aimlessly with her head hanging low dejected loss or failure as the feeling endofinput seems like a relaxing slow type of to calm you down endofinput the is relaxing endofinput i imagined a set up with golden lights to fit the tune of the and lots of people swaying and feeling the endofinput i imagined a on stage in an intimate venue the audience was sat at small tables drinking wine and cocktails there was ambient warm lighting and the sound of quiet chatter over the endofinput i imagined myself being on holiday and hearing a live this maybe as entertainment endofinput people in a ballroom in elegant dresses slow dancing on the floor endofinput 
17,concert,80s,80s_LOW_06,CONCERT-80s_LOW_06,CON_80s,very bland like lift or something not something i specifically think about or remember end credits again endofinput middle aged people at the endofinput i imagined walking in a clothing store forever 21 charlotte russe etc and hearing this blasting from the speakers endofinput it sounded like a bit played in a tv show or a very old not a at all endofinput it reminded me of the opening theme tune to the show seinfeld endofinput a usually played at a party especially in of the 90s endofinput i saw myself having fun at a dancing and enjoying the with friends from school we were having a reunion and just drinking gossiping dancing and everyone seemed happy endofinput it makes me think of a high speed car chase through a neon lit city endofinput i imagine its on a friday evening and my husband and i decided to go to a and catch up with some friends we find the one we arrive endofinput that is pop gives the feeling of having fun along and dancing at the same time endofinput i picture people in praise place clapping and raising their voice endofinput the tune gives a driving experience endofinput 1960s 1970s found in a sitcom endofinput sounds more like a i have heard in some classical events endofinput again i saw a lot of coloured backgrounds changing with the beat a kind of green screened person dancing like in disco style and a trumpet and a bass flying across the colours endofinput people dancing on a hot sunny day down the seafront laughing and joking and in their own world endofinput a random day in a sunny shopping district endofinput i imagined an end of the wedding with everyone from the being there the wedding was a success the couple are very happy and the characters are dancing at the alter everyones cheerful the names of the actors come up when a close up of them dancing comes on the screen endofinput free improvisation sort of jam it gave me the thoughts of a local city festival middle of the day middle of the town square road closed for the festival and free to all people of the city and aimlessly but intelligently in terms of the chords but nothing too experimental or extreme this is a good thing as it appeals to a more wider crowd old young and all in between rather than just one or the other endofinput reminds me of my last experience endofinput i imagined being in a lively dancing and singing along under bright lights endofinput city skylines at night smoky clubs new york chicago steamy back alleyways people dancing 70s clubs endofinput i imagine a friend group at a disco nightclub dancing their hearts away after a long day of work endofinput people are dancing at the disco people perform the soul train on the stage endofinput the final scene in an 80s romantic comedy probably the two main characters finally getting together set in new york of course endofinput sitcom theme 80s inspired family comedy endofinput dancing like no one else in a endofinput very talented can hear all included endofinput a solo performance on a 360 stage endofinput fun scenes of people dancing in a 70s disco a player appears and does a solo for the people dancing endofinput definitely a sound i have heard it before and it makes you wan na dance or keep dancing endofinput happy times in tokyo in the 80s endofinput i pictured a stadium sort of place with lots of tiers and people dancing and singing a long to all with happy expressions on their faces endofinput i picture this on a live show more than any type of like a live set or something like that more than a endofinput 
18,concert,80s,80s_MED_08,CONCERT-80s_MED_08,CON_80s,i see a roller rink from the 80s bright colors people are talking and laughing the is loud lights are dark and everything feels alive i can almost feel the air brushing past my face i as i skate around endofinput it made me think of something retro mixed with something new age endofinput this reminded me of the beginning theme to old school shows where its showing the town and what the different characters are doing in the opening scenes endofinput being at a specifically at a madness for some reason maybe because the is similar not much else apart from that endofinput sounds like a staged maybe with a live audience endofinput the sound reminds me of a scene where a man was walking in a sarcastic manner in the street of new york from a 90s endofinput this reminds me of a children parade where cute furry animals walk along a street with people watching on the sides i recently watched squid it reminded me of the part where the little girl is watching the bunny endofinput gareth gates for spirit in the sky the tunes are similar endofinput really reminded me of 90s kids shows like hi5 and art attack brightly colour sets with a live audience furniture that looks like giant versions of paint brushes and overly smiley hosts endofinput the older generation dancing to the with their partners since it was released in their generation and they love it endofinput the reflects a melody in a party or club endofinput i imagined people at a beach resort listening to an outdoor laughing and socializing endofinput feels like celebration end credits like theres a montage of final events after the story has reached its resolution and things are winding down endofinput in my car while on a long road trip it made me feel hopeful and relaxed endofinput i am in a retro themed in a city such as new orleans and i can hear this softly in the background amidst the chatter of the customers the vibe is casual and the people arent dressed to match the theme of the but the theme is bold enough to not be affected by this endofinput in a party endofinput it reminded me of alfresco dining in a busy town endofinput i felt that this might be the type of played at a in new orleans i have never heard this before as far as i can recall but one of the made me think of mardi gras and new orleans i not think of a specific artist who be this type of the sounded like good background for a celebratory scene in a tv show it evoked vaguely nostalgic feelings endofinput reminds me of my graduation day endofinput i imagined an upbeat holiday with a compilation of a family laughing mingling and having fun around a large dinner table covered in food endofinput i imagined a party endofinput i thought about my mum she had tons of records that sounded exactly like this we listen to these nonstop back then endofinput i immediately see this being an older being performed in a small where the was nodding along to the and snapping his fingers ready to croon into the microphone when i was thinking about this i ended up remembering and visualising i have seen of older performances of in black and white which impacted my view of this endofinput i imagined this type of to be played as an introduction to a tv show specifically a family themed one maybe from the early 2000s endofinput it reminded me of an animated cartoon i was picturing like crocodiles and elephants the with top hats ties and sunglasses on they were swaying to the sound of the it was an older stylized cartoon of like 60s animation endofinput sounded like the end credits of a endofinput very family friendly sounds like something you hear in a theme park or in a circus or during a ride in a fair endofinput 
19,concert,80s,80s_MED_13,CONCERT-80s_MED_13,CON_80s,sounds quite magical and whimsical endofinput a and entering a new zone area endofinput it sounded like an extended version of a 90s console start up sound endofinput i imagined an 80s esque abstract at first with a navy blue background fog and cold white blue ambient lighting the last 13th of the seemed fit for a musical but no musical scene came to mind endofinput the relates to a circumstance of new romantic relationship endofinput love in the hsairits emotionalmakes you want to kiss soomeoehold the person and just cuddleits soothing the endofinput i feel like i am at a and the is preparing the crowd for the arrival of the artiste with something calm and interesting endofinput that reminded me of my ex boyfriend who loved such types of whenever i visited him at his place those are the kinds of we used to listen to endofinput i had happy thoughts listening to the and i felt the thrill of being in a endofinput i imagined an introduction for an artist performing a slow at a endofinput when i heard the in the context of a i instantly thought of lots of people sat at the o2 arena in manchester which is my only time at a i also thought the sounded a bit like mystery like it was almost like a comedy or magic show rather than a endofinput this felt like it was building up tension it made me feel happy and excited endofinput my thoughts on this are in a scene where i lacked sleep and i need something to carry me away endofinput i imagine a scene where lovers are dancing on the background as is endofinput a is on stage the while the stands next to him waiting for his or her verse to start so that he can start singing endofinput another introduction style to as the are entering the stage people are getting excited there is a bustling among the crowd as the members are entering the stage endofinput loading screen or a scene in a where there is a wedding and or they are on their honey moon enjoying being newly weds endofinput i felt like i was at home on my bed looking at the ceiling after a long day of work endofinput i just saw a girl and it was love at first sight my heart sunk i have butterflies in my stomach and time is moving in slow motion the sun is hitting her face perfectly and it seems like her feet arent even touching the ground endofinput a sexual scene between two lovers who are having sex for the first time endofinput i imagines a purple and white star rotating in pitch black the star was very bright and shiny with holographic colours reflecting of it endofinput stars space other planets endofinput i felt like its christmas and i am at the supermarket buying christmas gifts endofinput the did not remind me of a but i thought about how it kind of reminded me of an 80s or maybe a soundtrack to a golden age disney like lion king endofinput i imagined a very famous celeb ready to begin singing a very calm yet interesting endofinput i thought of an old 70s or 80s woman on stage about to some from that time period wearing neon clothes and volumed hair endofinput raindrops falling on the leaves of trees plants in a rainforest endofinput i imagined standing in a big crowd at a swaying side to side with everyone else the feels calm and uplifting like one of those moments where you just close your eyes and let the sound wash over you endofinput this gave me a type of blues feeling so the feeling of being in a years ago experiencing the older era of endofinput 
20,concert,Ele,Ele_LOW_09,CONCERT-Ele_LOW_09,CON_Ele,i felt like i was at a and bass i do not like that or similar like in the and have never had enough energy to enjoy such a so it felt more annoying than emotionally good endofinput a festival with strobe lights and a huge crowd endofinput i can see a stage and a bunch of people in front of me at an edm people are jumping the room is dark except for the lights from the screen peoples phones the dj and the lasers as the bass builds the lasers start flashing my mind takes a moment hoping no one has undiagnosed epilepsy before endofinput it sounded more like club or rave rather than endofinput this gave me a feel of an opening at a that is dark with crowds of people getting excited that it finally began endofinput being at a rave tightly packed in and surrounded by people lots of light rays from the stage going over the crowd overwhelmed and uncomfortable endofinput sounds a background mostly used when anticipating suspense or or a very unexpected event endofinput i imagined being in a surrounding that is around water and being around nature the sounds reminds me of past holidays endofinput it reminded me a bit about a i used to in my teenage years endofinput i imagined a fast paced action which was animated where the main character was running fast and fighting the enemy endofinput this one sounded very much in the style of evanescence i thought endofinput it really reminded me of tron a dark arena lit by neon blue lights with players getting ready to battle as the track builds i imagined the players running at each other to fight endofinput i imagined been at a house party having fun with my freinds also i imagined making new friends at the party and variety of such as truth or dare which be very fun endofinput the birthday celebrations when everyone shows their dancing skills endofinput i imagined people in a nightclub with strobe lights going dancing and possibly tripping endofinput it feels like action in a science fiction setting the later part of the with sounds that almost remind me of engines roaring can also sound like audience cheers and screams so that is what ties it into the idea for me there is something or someone with the spotlight and this is for them while the audience watches endofinput glastonbury rave eurovision endofinput i was mesmerised with the as it gave me good feeling endofinput i imagined myself sitting in a large arena with thousands of others attending a the is actively taking the stage and this is the build up to their first performance and the crowd is getting hyped up during this endofinput a scene in a endofinput falling through a time lapse or something along those lines endofinput i was vaguely reminded of a that included the words gran turismo in its title i played it in the early 2000s i not think of much else for this one it seemed to belong to a fast paced action or racing if i had to guess endofinput this sound made me imagine the world of cyber punk as this is very similar to the played throughout which is a cyber futuristic style gangster setting endofinput reminds me about my favourite team endofinput feels like a climax to an explosion or a capture of something the way the beat is building and the tone of the endofinput i imagined a scene with teenagers college students partying there were laser lights drinks crowds and people dancing maybe some drugs involved like the indicated one of the characters was feeling euphoric endofinput i thought of a endofinput i imagined being present at a street dance performance endofinput it made me think remember a few raves i have been to such as dreamland and boomtown endofinput i really see this being the extended remix of a really hype that at a kpop or jpop i was really clearly picturing this as the opening for a designed for the idols to show off a complicated dance routine with many backup dancers to create a visual spectacle endofinput i pictured a large festival it be really crowded with thousands of fans taking place during the night endofinput there was a crowd and it was at a festival it was night time and there were laser lights pointing in all directions it was very colorful and reminiscent of what Electric Daisy Carnival looks like in my head endofinput it reminded me of call of duty main menu theme as if i am waiting in the lobby to multiplayer endofinput 
21,concert,Ele,Ele_LOW_14,CONCERT-Ele_LOW_14,CON_Ele,i thought about an old sonic i thought about the original sonic map and sonic running around i thought about the jumping noise that he makes endofinput myself contra its a in my bedroom sitting on the floor with my back against my bed endofinput a rave lots of strobe lighting and people jumping up and down its a huge room and its just full of people lit up by the strobe and flashing light endofinput when it started i started thinking about the blade but a couple of seconds in it switched to thinking about classic i grew up in a family of gamers so this made me think of a scene from like a boss scene in metroid or the old doom when you just got a power up endofinput this sounds like a modern rendition of the old streets of rage with the retro80s feel of the synths and crunchy like used it sounds like it be a perfect menu for an 8bit fighting like that endofinput this sound reminded me of from the old sonic the hedgehog this is the kind of you hear while through the futuristic style levels it was a great representation of that and made me feel like i was the level again endofinput i thought of being energized by the sound endofinput i envisioned both that try to invoke a retro field and big festivals where they like to endofinput i imagined an old school arcade like pac man having this in the background as you are an arcade with a simple and repetitive yet enjoyable premise endofinput dj at a getting ready to the big drop after hyping up a crowd with the first section of his endofinput i imagined an old 8bit that takes place in space with a space ship and shooting at other targets endofinput it makes me imagine dancing with my friends and spinning round in circles with flashing lights endofinput sounds the the start of a rave where i can imagine people are starting to get hyped up as the is starting to build up endofinput the sounds very disco techno so i imagined a 70s retro clubbing scene where people vibe to the endofinput it sounds like the soundtrack to the 8bit or 16bit era of gaming akin to the likes of a mega man or a similar side scroller endofinput makes me think of the clubs in 2000s as well as shows from 2000s that were about teenagers or queer life very exciting and it takes me back to better times when i did not have work or responsibilities endofinput it reminded me of contra or the old school retro people at the arcades back in the 1990s to early 2000s i see the main character uses his arm gun and shoot at enemies while they approach i also see different people at the arcade other types of like pac man and Dance Dance Revolution endofinput it was very funky and made me think about cyberpunk themes and places which was very fun to do so from my perspective endofinput the put me in mind of an before school endofinput i am picturing a busy nightclub which is dark and crowded with the very loud and lots of people dancing etc endofinput previous road trip with my friends where they played a with this beat endofinput i imagined a entertaining guests at a cocktail party endofinput it reminded me of the breath of fire at first mario but it sounded like fire breathing sounds so it lead me away i imagined the turn based combat sort of scene endofinput i expect this more in a especially with the effects like something from an old mario or sonic endofinput the sounds like a cartoon endofinput yes i envisioned this in a club such as ibiza with a lot of strobe lights and lasers endofinput i imagined a dark with a man on stage on dj decks and lots of flashing lights and smoke i imagined a lively crowd and a lot of them were doing finger guns and wearing sunglasses endofinput i imagined people dancing and disco lights endofinput 
22,concert,Ele,Ele_MED_19,CONCERT-Ele_MED_19,CON_Ele,sounds like minecraft endofinput late at night in my bedroom and i can hear the rain come down and tap my bedroom window endofinput sounds like the youd hear in an indie endofinput i imagined a track for something taking place on the beach on an overcast blue grey day with cold waters and cold breezes endofinput the reminds of shared memories and celebrating new bonds with friends endofinput interestinglovingmakes me want to dance endofinput i imagined myself at a with the artist getting ready to perform an intimate and the crowd rocking with the tempo as it builds up endofinput very fresh in my mind i have attended several functions which have a lot of great memories endofinput the has triggered thoughts of my ex girlfriend it is kinda emotional endofinput i imagined an instrumentalist performing for a the sound before the starts endofinput people practicing dance moves or a endofinput as soon as the starts a lady in red starts to dance endofinput i imagined myself in my house after a soft working day i dance to the happily endofinput the is on stage his keys while the and dancers are waiting for their cue to begin performing endofinput the start of the made me feel sad like i was sitting at the side of a fire alone in winter but then the upbeat was fun and sparked some joy and optimism into the evening endofinput the scene i imaged be at a chilled festival in the countryside or woodlands and calmly dancing endofinput gave a feeling of calmness no visual scenes endofinput its a rainy day i am inside a house with high ceilings a white interior and large windows the overcast light fills the room causing it to be a greyish blue color the rain rolls down the window cue a next scene in which i am driving a white car down a black road that is shimmering with the water from the rain that is drying an aerial shot pans overhead as i drive next to a grassy meadow i am pensively driving like i have big ambitions endofinput at the beginning of the i imagined myself at a funeral while it is raining all dressed on black with black umbrellas with other people as the sped up i imagined sitting in a car looking out the window as we drive past the city and start going into a countryside endofinput running gravel pavements corners of buildings endofinput a karaoke acoustic night endofinput at first the vibes were a bit sadder and i picture raindrops falling against a slab but then it started getting lighter in tone and i imagine a dj a at a festival endofinput the beat was great i wonder what kind of genre this is whos i hear this at endofinput it said for the context but the felt very beautiful and a bit melancholy so i imagined a girl in a long white flowing dress with a wistful expression at first i imagined her on stage doing a performance but then it turned into a fancy interior and then outside in a forest i really liked when the second part came in nice endofinput i saw myself near an ocean view listening to a person a and another the to begin a endofinput i think that this reminded me of a familiar pop that starts off slow and gets upbeat i was thinking of a male endofinput i pictured myself at a big kind of like a summer festival the crowd is moving to the beat lights flashing everywhere and people are singing along it feels fun a little hyped and everyones having a good time endofinput it came to mind as the as the credits are after a endofinput rain and a endofinput i thought about organising a private for my husband on his birthday endofinput this type of gave me the feeling of it being part of a the main character or actor is driving down the road ready to break out into vocals that may signal a sad endofinput 
23,concert,Ele,Ele_MED_20,CONCERT-Ele_MED_20,CON_Ele,feels like you are underwater in the sea very calming very relaxing floating around in water endofinput vividly reminds me of a mobile phone ad that i used to get back during covid while watching my favorite streamers endofinput this is the kind of background you hear when some big tech company makes some major innovation in the sphere and decides to make a five minute long info dump explaining why this 1000 dollars smartphone is different from the one you just bought endofinput i imagined the introduction screen to some kind of underwater endofinput it was quite an emotional of endofinput it has a nice chill vibe its the kind of that makes you want to relax and maybe daydream a little endofinput i imagine the being played on an advert for a product like oil endofinput pulsing android ringtone or alarm sound endofinput its hard to explain but its like there were colours or colour tiles changing with every note also images of just floating over the colours endofinput hot sunny day sun glistening on the sea as birds fly over not a person insight just nature endofinput i imagined a man slow motion falling from the sky until the screen fades to black when the stops when it starts again we see him under water slowly sinking to the bottom endofinput more of a deep techno track somebody like tiesto in 2004 or something to a large room dark crowd and neon light show slowly building up the to an eventual large grand loud finish endofinput its a calm sound and i am a fan of calm sounds it reminds me of my solo moments endofinput while i was listening to the i felt some kind of excitement it was like i was getting ready for a big moment on stage with lights endofinput i imagine two people who just got into a serious fight are at their places lying in bed thinking about what they had done as they cry and regret endofinput the sounds as if it comes from a endofinput loading patience looped endofinput slow and soothing in my thoughts endofinput is gives off nail salon vibes at a spa and somewhere you want to relax makes you feel at peace and at one with yourself earth very spiritual endofinput an astronaut floating in space endofinput i imagined a about space filled with futuristic and slow moving scenes endofinput sounds like a curtain raising track at a endofinput i tell the prompt was right endofinput i imagined this as some sort of weird wellness retreat and this is the they force you to listen to to try and meditate they say its healing but all you can focus on it how it all feels so unattached and unlike one of and then they tell you that is actually how you feel about your life endofinput melodic more picturing this for relaxing meditating than a something you listen to to relax and meditate endofinput 
24,concert,Jaz,Jaz_LOW_19,CONCERT-Jaz_LOW_19,CON_Jaz,very dynamic see people dancing to this in a or somewhere similar jazzy very fun and upbeat endofinput club cocktails and high end ladies in fancy dresses and men in suits potentially some people up dancing at the front in a swing style endofinput i imagined my self in the audience watching a live orchestra paying close attention to the smallest details while munching on a bucket of p endofinput i imagined some sort of 20s style anime maybe like baccano with some manner of heist going on with this as the background endofinput i imagined a scene from an old like super mario 64 or something like that endofinput id expect to hear this type of in a such as la la land endofinput a popular their and performing enthusiastically for the crowd endofinput i felt like i was living in the oldies with thoughts of how the cars looked back then how the men dressed in their cowboy wears and how the ladies carried their hairs and how they dressed endofinput it sounded like a energetic with a strong beat and a powerful electric endofinput i have this thought of a meet the robinsons it an animated i really enjoyed then endofinput i imagined my self immersed in an environment filled with people the mood is elevating and am lost in fantasy and a having a lifetime fun endofinput the tune is cinematic endofinput that made me think of a 1970s endofinput played in classy restaurants and events endofinput at first it reminded me of an alarm and i pictured a phone with an alarm going off on a bed then a sort of with the and then a restaurant once it got going and then a restaurant in a like overcooked 2 endofinput people dancing and being happy like in the 50s after the war had finished endofinput a for an old european inspired where a character gets onto the train or carriage endofinput i imagined a bank robbery made by a man and a woman almost comedic the man keeps getting stuck in things like his own outfit not behaving like it should making the woman role her eyes as shes trying her best to take the job seriously endofinput i imagined a of 6 were slowly building a tempo and a one at a time in a dark club endofinput hard bop chicago new york scene of the 1950s stuff like miles davis charlie parker of the 30s 40s type of energy its a real late night blues community cigars and smoking and real late hours of enjoying real not as commercialised as today more people living in the moment i can imagine distinctive chatter at the back but not as close to the performers really small distance between the stage and those attending endofinput reminds me of gatherings endofinput it actually felt like a scene where someone is racing against time maybe with tension building at every beat endofinput cruise liner in the afternoon just after people have eaten small crowd for how good they are but they are getting paid to and travel endofinput i imagine a group this in a at night and everyone is dancing their hearts out while drinking endofinput people do the fox trot to the endofinput in a in a tense part that requires concentration quick work endofinput a dj wants to keep the crowd moving endofinput it was a bit uncomfortable as sounded like a horror at first but the talent from the is powerful and you can hear it through there beats endofinput i imagined cartoons when characters are running from their enemies i also imagined the inside of an old school club endofinput slaps again in a but its getting late and the momentum amongst the musicians is reach a fever pitch endofinput a villainous character doing something sketchy then becoming enamoured with something else and losing his villainy for but a moment endofinput literally all i think of from the beginning was mario that was all my brain see and i have no idea why but the entire time it was just mario endofinput 
25,concert,Jaz,Jaz_LOW_21,CONCERT-Jaz_LOW_21,CON_Jaz,a but not one in particular endofinput i thought about a classic in a everyone is just enjoying the and each others company had to think of a scene in my head because nothing came to me right away endofinput for this i imagined a ragtime like scene in black and white with some comedic aspects going on in a nice restaurant similar to the laurel and hardy used to make a very stereotypical waiter with one hand on a silver dish an a french moustache slipping and dropping drinks and food it is also shot very fast paced endofinput a busy hotel or a swanky perhaps in a posh hotel maybe during the holidays endofinput the spot light is on one of the player and the is now showcasing their skills endofinput the instrumentation reminds me of many cartoons i have seen fairly odd parents popped into my head especially endofinput i imagined a children like the jungle book with baloo dancing around joyfully with the other characters in an open area of the jungle endofinput to me this screams out elevator or an old classical black and white that just has people moving around normally endofinput it reminded me of a tv theme like frasier so i imagined i was sitting to watch that show endofinput i imagined a very packed with everyone dressed in vintage fashion from the 1920s smoking and drinking and having a good time endofinput it makes me think of dancing away in a swing endofinput probably used as an funny intermission between different acts to allow people time to do what they need to do before the like performance endofinput doctor who season 4 i think with donna and the episode where the doctor is facing the invisible monster than copies his speech pattern in a train the show in the beginning them two in the lobby of the new planet enjoying their vacation and donna says shes heading to the pool and the doctor goes on a solo trip endofinput i imagined seeing people the i heard on stage endofinput made me think of cooking where you have to rush to complete orders and those little other basic that have basic tasks like making burgers and coffee endofinput i thought about the dude on youtube showcasing his different he had a lot to show and this reminded me of his marimba performance i can even hear his voice saying marimba as if i am watching his right now endofinput this very much reminds me of tom and jerry classic so i enjoyed it a lot as it gave me nostalgia endofinput someone the glockenspiel in a circus area with someone doing tricks and juggling in the arena endofinput i imagined a group of clowns performing on the street with and colorful on a rainy day endofinput therapy clinic where i was taking my grandmother endofinput i imagined children doing ballet dancing at school endofinput since it was kind of a lively it reminded me of the tv show frasier so i imagined the hustle and bustle of the city people walking and rushing around endofinput i thought of wacky elevator or designed for kid that have you making things or looking for items endofinput i wanted a as a child i think it still be cool to have one or to be able to an in general endofinput i love the beats it is an endofinput i did not imagine a i imagined a upbeat where people were sat at a having drinks endofinput reminded me of a children or small toy they can interact with endofinput i pictured one person up on the stage the to a small crowd i struggled to picture a scenario where this be played at a endofinput this sounded like a sound id hear in a kids show endofinput a ballet class with kids dancing around in tutus endofinput 
26,concert,Jaz,Jaz_MED_02,CONCERT-Jaz_MED_02,CON_Jaz,when i was a kid spending an afternoon with my grandma doing jigsaw puzzles endofinput first thought was the greatest of all time la noir its straight out of a 40s club or a prohibition era speakeasy endofinput at first i imagine a browser window with a cafe ambient and then i see my universtys starbucks in full view and then i saw the inside of it as though id stepped inside and i was watching students sip their coffees and tap away on their laptops endofinput this brings back the memories of my ex partner endofinput peaceful and serene endofinput i felt like i was in a club there to enjoy the musical artistry of older and more experienced artistes while i relax and reminisce on life endofinput this one reminds me of every weekend i thought i was in a church during praise and worship time i always long for sundays so i can hear such cool sounds endofinput it sounds like an artist performing in a the artist will likely be an instrumentalist endofinput a person on stage singing on a endofinput i imagine entering a expensive restaurant endofinput i imagined this being played as a dedication during a proposal function endofinput a musical their on stage and a crowd slow dancing to the endofinput an introduction at a the crowd is beginning to buzz with excitement as the are all making their way to the stage loud cheers are erupting each time one of the members enters the feeling of tension within the crowd as they anticipate the entrance of the is lifting endofinput this made me feel like i was either in a with cigarette smoke in the air or listening to this on the banks of the seine in paris past midnight in the middle of summer endofinput date night in the city such as london or new york city having wine and dine time with a loved one while listening to some and enjoying the atmosphere endofinput its noir roaring 20s i am in a wearing a zoot suit with a cigar in my mouth i see a bombshell of a woman and i begin talking to her shes able to only match my energy but even put me on my toes the more i talk to her the more i begin falling in love its a smoky with dim lighting endofinput me and my partner were at a lovely steak restaurant endofinput this made me imagine myself like i was in a getting dressed and applying makeup in a large mirror the vanity is messy and there are clothes on the floor endofinput showgirls romance new york rain on pavement romance endofinput  endofinput it reminded me of christmas and michael buble also someone the while a man is singing passionately and serenading a woman singing with a voice style similar to michael buble i imagined men in suits performing endofinput sounds like a symphony i thought about how this is not a i attend endofinput i thought of a theatre setting with an orchestra this specifically a soloist endofinput a love scene two people being affectionate to one another endofinput i pictured an outdoor in the middle of a big city during summer i pictured people laying on blankets in grass around the stage endofinput i thought about a performance in britain got talent endofinput i imagined the thought of being in a whilst this relaxing played in the background endofinput 
