,context_word,genre_code,clip_name,ClipContext_pair,GenreContext_pair,METdescr_prepLVL2A
10,bar ,Jaz,Jaz_MED_02,BAR-Jaz_MED_02,BAR_Jaz,dynamic could sway someone care could sit drink alone think life something important endofasubhere new york city cocktail flow old clientele everyone nicely dress atmospheric lighting endofasubhere imagine self watch live feel nostalgic nod head rhythm endofasubhere felt like scene old tv show someone sit alone wait someone never show endofasubhere smooth like endofasubhere scenario one walk meet friend discussion endofasubhere wife emily meet many date remember propose day come mind endofasubhere sound like could backdrop scene someones walk city street endofasubhere imagine din husband favorite restaurant drink wineeating favorite meal background endofasubhere feel like somewhere far noise daily life maybe quiet forest wind simplicity clear mind word distraction raw sound remind always need explain feel endofasubhere tune relax endofasubhere black ops zombie endofasubhere sound like cool classy classy event restaurant endofasubhere remind scene fancy possibly top hotel endofasubhere picture dimly lit mostly black design wall chair etc kit take quite lot room wear black suit endofasubhere imagine smokey room someone trumpet audience poshly dress people smoking endofasubhere calming night work converse friend stranger endofasubhere imagine spotlight shin two people couple slowly dance arm arm hand hand use whole floor endofasubhere imagine sit sip coffee dark atmosphere relax endofasubhere smooth softly open air space city restaurant large pavement area passer quite touristy area see place like france italy rendition american last century offer traditional classy dish serve excellent chef good review online difficult book table endofasubhere reminds date endofasubhere honestly musical sound make imagine peaceful journey quiet forest endofasubhere classy performer well lit round stage musician tuxedo female wait wear sequinned dress endofasubhere could imagine wedding bride groom slow dance together people join enjoy night endofasubhere people would see poet people would click hand pause endofasubhere drink friend pool endofasubhere make feel like new york near christmas meet someone could soul mate thrive enjoy life living like main character endofasubhere beautiful woman sit alone handsome man admire beauty afar endofasubhere scene cozy outside dark rain outside window softly lit people inside look cozy warm endofasubhere hear beat twice could relate endofasubhere sound like cool restaurant ambience endofasubhere summer draw close letting autumn creep realise watch late sunset happen around time endofasubhere blue man sax deeply punter drink listen endofasubhere could see cafe restaurant endofasubhere similar experience first hear study imagine much place atmosphere endofasubhere 
11,bar ,Jaz,Jaz_MED_07,BAR-Jaz_MED_07,BAR_Jaz,think mystery crime think black white main character detective woman red dress seem old school endofasubhere character sit drink alone bad news receive endofasubhere sound like lowkey speakeasy popular place quiet one hidden gem place antique furniture low light endofasubhere nothing specific come memory think late night scene old character walk alone contemplate next move endofasubhere visualise fancy restaurant wear suit date beautiful girl drink champagne stage near background also visualise colour red lot probably signify type romantic element scene endofasubhere city street harlem endofasubhere sound like hotel maybe endofasubhere sound lot like something would hear one ambiance sound youtube get mood read relax lay love put sound like close eye imagine coffee shop someone watch read book endofasubhere scene player everyone else dance tune endofasubhere thought relieve endofasubhere use sleigh bell always invoke winter vibe little endofasubhere thought quite place people seat either played endofasubhere imagine scene character walk street new york sad event look melancholy get rain everything seem quite grey reflect mood character endofasubhere imagine american blue club old man late hour endofasubhere imagine calm evening warm tone fair handful people populate endofasubhere could imagine small orchestra cello musical walk semi fancy fancy restaurant endofasubhere imagine man black suit sit grand sensually passion endofasubhere make imagine man sit endofasubhere imagine calm classy everyone dress formal wear quiet quiet hear people conversation atmosphere nice room full fancy decoration endofasubhere another quiet endofasubhere felt like coffee shop enjoy day almost felt like autumn endofasubhere make think club poker food well smoke cigarette underground poker club cosy relax atmosphere cigar smoke air endofasubhere jazzy make think persona quite prominent style main character bench fellow classmate team member listen calm cool original soundtrack main character chat friend hang endofasubhere calming soothe effect imagine chill balcony night cup tea endofasubhere imagine person wait meeting mysterious person like spy endofasubhere partly picture someone sit fancy restaurant fully clear think picture endofasubhere imagine red wall old school theme people smoke cigar live endofasubhere imagine dancing woman besides take beer endofasubhere particular scene felt like convey sort longing upset treat poorly neglect feeling get listen endofasubhere sound cooling relax try ease immerse endofasubhere slow fun slow endofasubhere envision someone dim lit room people dinner posh restaurant endofasubhere felt like would classy wine player set vibe reason player wear hat could imagine really thin stem wine glass endofasubhere definitely remind youd hear whilst enjoy drink endofasubhere 
12,bar ,Met,Met_LOW_09,BAR-Met_LOW_09,BAR_Met,imagine group people opposite u another group clash similar mosh pit endofasubhere opening sound like something action growling make sound like generic scene endofasubhere evoke feeling road trip couple friend endofasubhere make want dance care freely like jump move baddy place without pattern make feel alivethis sound shake endofasubhere felt like scene roll hype crowd begin endofasubhere reminds college day use party lot endofasubhere sound like someone perform entertain guest endofasubhere thought dj beat open people dance endofasubhere find quite hard imagine felt suited towards pub kind specialist place however could picture lot people dress black leather stud clothing head back forth tattoo endofasubhere imagine festival friend sun shin happy endofasubhere imagine watch action start endofasubhere loud crowd full kind people include motorist love hard endofasubhere would walk also like make think start war head battle unenjoyable endofasubhere heavy small venue endofasubhere feeling nostalgia alternative teenager endofasubhere saw silhouette thor raise hammer lightning struck reveal visage warrior wear elk skull rise ground mighty axe hand begin charge endofasubhere town people walk remote redneck pub fill men long beard endofasubhere tank war energy drink endofasubhere watch wrestling endofasubhere imagine dragon fly air wing flapping camera shot pan sharp white teeth also start breathe flame part wear vocalist slightly scream endofasubhere would enjoy hear endofasubhere context prompt say typically hear sound like heavy wasnt sure imagine since never like kind let mind wander thing bring image like kiss disturbed cool endofasubhere imagine sexy lady slowly swing body interest attract men endofasubhere member long hair headbanging stage endofasubhere one make think lively friend friday night upbeat cool edge like everyones relax laugh good time endofasubhere death night punk rocker crowd go wild fire effect stage next endofasubhere imagine people head bang setting endofasubhere give thought everyone nod head forward match beat endofasubhere 
13,bar ,Met,Met_LOW_14,BAR-Met_LOW_14,BAR_Met,think something lot action involve think sport basketball friend also think run treadmill also think lift weight endofasubhere prompt image fight scene people engage heavy combat use sword imagine like dimly lit room two people centre endofasubhere exboyfriends step dad love kiss would always room exactly think hear bring sad memory relationship end well endofasubhere reason one envision see live plan could imagine headbanging long curly hair vest denim jacket one shape like v also imagine dragon arena reason assume fake real dragon endofasubhere similar last sound sound like endgame bos fight oppose something would hear think think also remind final bos truly lock beat bos endofasubhere sound make thought imagined fight opposer endofasubhere way put together sound much like score anything would hear maybe action bos fight endofasubhere thought disco light flash place endofasubhere immediately think tv show strange thing inspiring fight scene protagonist villain lot red orange colour style clothing lot cut scene different protagonist portion fight endofasubhere small local night local endofasubhere imagine fighting style type people background soundtrack endofasubhere make imagine another battle scene army get ready pit enemy endofasubhere imagine fill light flash everywhere bartender look overly friendly like overly fancy nice decoration endofasubhere imagine sort scandinavian possibly also use horror endofasubhere science fiction science fiction show endofasubhere could see could see use soundtrack like castlevania haunting way endofasubhere make think fight fast paced action evoke adrenaline feeling shock make want dance endofasubhere vampire like castlevania even though never saw know one thing know castlevania dracula vampire imagine darkened evening black tree background black bat fly air towards castle loom distance barely see slight hint cape window endofasubhere fun listen remind day high octane football tournament young endofasubhere remind almost heavy version hear zelda endofasubhere make think headbanging work really sound like something imagine id hear endofasubhere friend party endofasubhere imagine seat guy keep customer excite endofasubhere remind bos specific one thought playable character dodge attack large elegant yet oppose enemy repeat attack endofasubhere sort least think surely quiet endofasubhere give club vibes beat synchronized endofasubhere could imagine imagine tent people go mad dancing endofasubhere imagine busy blast really loud everyone drinking endofasubhere imagine sort imagine lot men long hair vest enjoy endofasubhere imagine action scene main act chase bad guy bridge car endofasubhere 
14,bar ,Met,Met_MED_19,BAR-Met_MED_19,BAR_Met,upbeat would never hear sound like maybe end credit something way much go endofasubhere especially imagine would fit club endofasubhere even thought picture home hero hear haul serious biker something endofasubhere imagine scene standing crowd watch endofasubhere solid good beat expect hear endofasubhere usual commonly hear party host full school teen endofasubhere chaotic busy area especially busy place new york city traffic rowdiness noise etc like place prefer quiet peaceful environment endofasubhere sound like kind id hear fast paced action scene endofasubhere give thought people dance angrily roll heat sweat puke everywhere endofasubhere bring memory night drinking peer weekend feel personal deep feeling endofasubhere tune entertain endofasubhere envision midwest endofasubhere sound like get end classic endofasubhere remind lot anime open visualise scene attack titan tokyo ghoul specifically attack titan character fly air like would opening credit similar scene tokyo ghoul like memorable fight scene endofasubhere someone hero friend laugh joke endofasubhere imagine two car race red car silver car background hard make speed fast swerving car chase intense silver car try hardest catch man red car owe lot money endofasubhere imagine street racing old work town back lift work car turbo charger fly mph around corner light black car good frequent memory endofasubhere heavy surround people like punk dress dark clothes wear piercings drink thing like rum craft beer stout stuff like loud people loud chatty friendly good vibe associate setting quite lot would frequent pub set much traditional others endofasubhere reminds friendship go friend couple drink endofasubhere favourite local kind bit grotty open late dimly lit carpet theres feint smell body odour endofasubhere could imagine either intense chase scene another fight scene big bos endofasubhere arcade endofasubhere flame head bang loud shouting endofasubhere imagine listening endofasubhere felt like blood rise bit overwhelming also like need let lose crash enjoy endofasubhere people bang head dress black outfit endofasubhere image punk rocker shred zoom image finger endofasubhere also sound like could hear keep think fit since indicate typically rest case endofasubhere imagine early party endofasubhere metallica stand around bad boxy tv hero hero try thrash hard endofasubhere opening title fighting endofasubhere could see maybe store like hot topic spencer back endofasubhere picture lot guy long hair wear black leather lot people push together crowd look far uncomfortable much seem enjoy endofasubhere could picture bos fight tattoo shop anything else fitting endofasubhere 
15,bar ,Met,Met_MED_20,BAR-Met_MED_20,BAR_Met,thought like school something similar mosh pit endofasubhere see computer desk kid open spotify see avenge sevenfold whilst homework computer talk friend facebook time loud hear mother say walk lean take wired headphone plug computer tower listen endofasubhere sound like early hard speed endofasubhere remind high school finally get perform gig endofasubhere remind two battle stage like competition felt loud endofasubhere would say still mostly present stage live audience endofasubhere imagine endofasubhere remind sort manga cartoon like pokemon level nothing particular kind program endofasubhere perform contest various guest cheer endofasubhere sound night club endofasubhere imagine girlfriend little brother hero endofasubhere feel like might hear parent tv close time endofasubhere sound like call parallel world elliot minor produce nostalgia track reference sound bit like dragonforce black veil bride endofasubhere reminds go live dad see enjoy fill room everyone enjoy endofasubhere make feel excited hear wrestle endofasubhere imagine scene devil may cry scene action pack character flashy anime style visuals move perform character almost sync emphasis cool factor see endofasubhere gig endofasubhere thought sonata artica like also briefly think resemble rob zombie change mind give power vibe folk argentina make similar believe imagine animated performer electric stage inside endofasubhere want put setting since seem fit endofasubhere imagine loud american style diner endofasubhere energetic uplifting like race climax feel energy rise quickly endofasubhere remind anime setting one come mind naruto yugioh imagine specific scene place show general maybe action sequence kind endofasubhere thought live performance young energetic endofasubhere sound endofasubhere sound like opening scene action pack japanese animation series sound like watch baku endofasubhere could really clearly imagine jukebox thought come mind could see also use scene set possibly fight scene really serious endofasubhere imagine situation biker look people hang outside near patio inside sound bit muffle stand endofasubhere remind scooby doo would try catch bad guy get intense match portrayal character endofasubhere sound like loud fast pace endofasubhere thought fight street fighter marvel v capcom vibe endofasubhere 
16,concert ,80s,80s_LOW_02,CONCERT-80s_LOW_02,CON_80s,think dad dad love wherever hear think bring feeling nostalgia curiosity endofasubhere imagine walk empty church building test church service endofasubhere hit right away make think la noir like scene detective try interview attractive suspect try hide truth endofasubhere even though one present visualise huge orchestra background man huge stadium like stage man light limelight passion player also light small stage lighting lot mist air fog machine scene feature lot blue light make feel though orchestra sax player underwater endofasubhere end vintage beach two character walk sunset endofasubhere sound like introduction feel like hear similar especially like mafia since set early also hear like introduction bring character endofasubhere romantic scene people dance others arm endofasubhere sound really soothing make imagined pet sleep endofasubhere remind mom would listen little thing like would sometimes sound close stuff endofasubhere thought live trumpet carrying smooth endofasubhere imagine character fresh break sit alone darkly lit glass whisky look melancholy lose endofasubhere imagine small club sort light low everything endofasubhere think man short blonde hair sit whilst look like really get endofasubhere make feel like walk forest calming surreal sounding could imagine sun face endofasubhere solo act guy well whole crowd excite amaze well hes endofasubhere club bistro endofasubhere  endofasubhere sensual romantic scene two lover connect also picture instrumentalist stage opera like set endofasubhere make think seductive woman mysterious solve crime well secretive fun endofasubhere hear despite despondent tone think man dude appear eurovision quite famous know appear thought prominently exist make motion melodramatic endofasubhere imagine live performance sit big theater completely dark except spotlight shin performer onstage endofasubhere previous girlfriend love rb blue endofasubhere imagine musician cocktail party endofasubhere sort lament scene late night kind misty woman walk around aimlessly head hang low deject loss failure feeling endofasubhere seem like relax slow type calm endofasubhere relax endofasubhere imagine set golden light fit tune lot people sway feel endofasubhere imagine stage intimate venue audience sit small table drink wine cocktail ambient warm lighting sound quiet chatter endofasubhere imagine holiday hear live maybe entertainment endofasubhere people ballroom elegant dress slow dance floor endofasubhere 
17,concert ,80s,80s_LOW_06,CONCERT-80s_LOW_06,CON_80s,bland like lift something something would specifically think remember end credit endofasubhere middle age people endofasubhere imagine walk clothing store forever charlotte russe etc hearing blast speaker endofasubhere sound like bit tv show old endofasubhere remind opening theme tune show seinfeld endofasubhere usually party especially endofasubhere saw fun dancing enjoy friend school reunion drink gossip dancing everyone seem happy endofasubhere make think high speed car chase neon lit city endofasubhere imagine friday evening husband decide go catch friend find one arrive endofasubhere pop give feeling fun along dance time endofasubhere picture people praise place clapping raise voice endofasubhere tune give driving experience endofasubhere find sitcom endofasubhere sound like hear classical event endofasubhere saw lot coloured background change beat kind green screen person dance like disco style trumpet bass fly across colour endofasubhere people dance hot sunny day seafront laughing joking world endofasubhere random day sunny shopping district endofasubhere imagine end wedding everyone wedding success couple happy character dance alter everyones cheerful name actor come close dance come screen endofasubhere free improvisation sort jam give thought local city festival middle day middle town square road close festival free people city aimlessly intelligently term chord nothing experimental extreme good thing appeal wider crowd old young rather one endofasubhere reminds last experience endofasubhere imagine lively dancing along bright light endofasubhere city skyline night smoky clubs new york chicago steamy back alleyways people dance club endofasubhere could imagine friend group disco nightclub dance heart away long day work endofasubhere people dance disco people perform soul train stage endofasubhere final scene romantic comedy probably two main character finally get together set new york course endofasubhere sitcom theme inspired family comedy endofasubhere dance like one else endofasubhere talented hear include endofasubhere solo performance stage endofasubhere fun scene people dance disco player appear solo people dance endofasubhere definitely sound hear make wan na dance keep dancing endofasubhere happy time tokyo endofasubhere picture stadium sort place lot tier people dance long happy expression face endofasubhere could picture live show type like live set something like endofasubhere 
18,concert ,80s,80s_MED_08,CONCERT-80s_MED_08,CON_80s,see roller rink bright color people talk laugh loud light dark everything feel alive almost feel air brush past face skate around endofasubhere make think something retro mixed something new age endofasubhere remind beginning theme old school show show town different character opening scene endofasubhere specifically madness reason maybe similar much else apart endofasubhere sound like staged maybe live audience endofasubhere sound remind scene man walk sarcastic manner street new york endofasubhere remind child parade cute furry animal would walk along street people watch side recently watch squid remind part little girl watch bunny endofasubhere gareth gate spirit sky tune similar endofasubhere really remind kid show like hi art attack brightly colour set live audience furniture look like giant version paint brush overly smiley host endofasubhere old generation dance partner since release generation love endofasubhere reflect melody party club endofasubhere imagine people beach resort listen outdoor laughing socializing endofasubhere feel like celebration end credit like theres montage final event story reach resolution thing wind endofasubhere car long road trip make feel hopeful relaxed endofasubhere retro theme city new orleans hear softly background amidst chatter customer vibe casual people arent dress match theme theme bold enough affect endofasubhere party endofasubhere remind alfresco dining busy town endofasubhere felt might type new orleans never hear far recall one make think mardi gras new orleans could think specific artist would type sound like good background celebratory scene tv show evoke vaguely nostalgic feeling endofasubhere reminds graduation day endofasubhere imagine upbeat holiday compilation family laugh mingling fun around large dinner table cover food endofasubhere imagine party endofasubhere think mum ton record sound exactly like would listen nonstop back endofasubhere immediately could see older perform small nod along snap finger ready croon microphone think end remembering visualise see old performance black white impacted view endofasubhere imagine type introduction tv show specifically family theme one maybe early endofasubhere remind animated cartoon picture like crocodile elephant top hat tie sunglass sway sound old stylized cartoon like animation endofasubhere sound like end credit endofasubhere family friendly sound like something would hear theme park circus ride fair endofasubhere 
19,concert ,80s,80s_MED_13,CONCERT-80s_MED_13,CON_80s,sound quite magical whimsical endofasubhere enter new zone area endofasubhere sound like extended version console start sound endofasubhere imagine esque abstract first navy blue background fog cold white blue ambient light last th seem fit musical musical scene come mind endofasubhere relate circumstance new romantic relationship endofasubhere love hsairits emotionalmakes want kiss soomeoehold person cuddleits soothe endofasubhere feel like prepare crowd arrival artiste something calm interesting endofasubhere remind ex boyfriend love type whenever visit place kind use listen endofasubhere happy thought listen felt thrill endofasubhere imagine introduction artist perform slow endofasubhere hear context instantly think lot people sit arena manchester time also think sound bit like mystery like almost like comedy magic show rather endofasubhere felt like build tension make feel happy excite endofasubhere thought scene lack sleep need something carry away endofasubhere imagine scene lover dance background endofasubhere stage stand next wait verse start start endofasubhere another introduction style enter stage people get excite bustling among crowd member enter stage endofasubhere load screen scene wedding honey moon enjoy newly wed endofasubhere felt like home bed look ceiling long day work endofasubhere saw girl love first sight heart sunk butterfly stomach time move slow motion sun hit face perfectly seem like foot arent even touch ground endofasubhere sexual scene two lover sex first time endofasubhere imagine purple white star rotate pitch black star bright shiny holographic colour reflect endofasubhere star space planet endofasubhere felt like christmas supermarket buying christmas gift endofasubhere remind think kind remind maybe soundtrack golden age disney like lion king endofasubhere imagine famous celeb ready begin calm yet interesting endofasubhere thought old woman stage time period wear neon clothes volumed hair endofasubhere raindrop fall leaf tree plant rainforest endofasubhere imagine stand big crowd sway side side everyone else feel calm uplift like one moment close eye let sound wash endofasubhere give type blue feel feeling year ago experience old era endofasubhere 
20,concert ,Ele,Ele_LOW_09,CONCERT-Ele_LOW_09,CON_Ele,felt like bass like similar like never enough energy enjoy felt annoy emotionally good endofasubhere festival strobe light huge crowd endofasubhere see stage bunch people front edm people jump room dark except light screen people phone dj laser bass build laser start flash mind take moment hop one undiagnosed epilepsy endofasubhere sound like club rave rather endofasubhere give feel opening dark crowd people get excite finally begin endofasubhere rave tightly pack surround people lot light ray stage go crowd overwhelm uncomfortable endofasubhere sound background mostly use anticipate suspense unexpected event endofasubhere imagine surrounding around water around nature sound remind past holiday endofasubhere remind bit use teenage year endofasubhere imagine fast paced action animate main character run fast fight enemy endofasubhere one sound much style evanescence think endofasubhere really remind tron dark arena lit neon blue light player get ready battle track build imagine player run fight endofasubhere imagine house party fun freinds also imagine make new friend party variety truth dare would fun endofasubhere birthday celebration everyone show dancing skill endofasubhere imagine people nightclub strobe light go dancing possibly trip endofasubhere feel like action science fiction set late part sound almost remind engine roar also sound like audience cheer scream tie idea something someone spotlight audience watch endofasubhere glastonbury rave eurovision endofasubhere mesmerise give good feeling endofasubhere imagine sit large arena thousand others attend actively take stage build first performance crowd get hype endofasubhere scene endofasubhere fall time lapse something along line endofasubhere vaguely remind include word gran turismo title early could think much else one seem belong fast paced action racing guess endofasubhere sound make imagine world cyber punk similar throughout cyber futuristic style gangster set endofasubhere reminds favourite team endofasubhere feel like climax explosion capture something way beat build tone endofasubhere imagine scene teenager college student party laser light drink crowd people dance maybe drug involve like indicate one character feel euphoric endofasubhere thought endofasubhere imagine present street dance performance endofasubhere make think remember raf dreamland boomtown endofasubhere really could see extended remix really hype kpop jpop really clearly picture opening design idol show complicated dance routine many backup dancer create visual spectacle endofasubhere picture large festival would really crowd thousand fan take place night endofasubhere crowd festival night time laser light point direction colorful reminiscent electric daisy carnival look like head endofasubhere remind call duty main menu theme wait lobby multiplayer endofasubhere 
21,concert ,Ele,Ele_LOW_14,CONCERT-Ele_LOW_14,CON_Ele,think old sonic think original sonic map sonic run around think jumping noise make endofasubhere contra bedroom sit floor back bed endofasubhere rave lot strobe lighting people jump huge room full people light strobe flashing light endofasubhere start start think blade couple second switch think classic grow family gamers make think scene like bos scene metroid old doom get power endofasubhere sound like modern rendition old street rage retro feel synths crunchy like use sound like would perfect menu bit fighting like endofasubhere sound remind old sonic hedgehog kind would hear futuristic style level great representation make feel like level endofasubhere thought energize sound endofasubhere envision try invoke retro field big festival like endofasubhere imagine old school arcade like pac man background arcade simple repetitive yet enjoyable premise endofasubhere dj get ready big drop hype crowd first section endofasubhere imagine old bit take place space space ship shooting target endofasubhere make imagine dance friend spin round circle flash light endofasubhere sound start rave imagine people start get hype start build endofasubhere sound disco techno imagine retro club scene people vibe endofasubhere sound like soundtrack bit bit era akin like mega man similar side scroller endofasubhere make think club well show teenager queer life exciting take back well time work responsibility endofasubhere remind contra old school retro people arcade back early could see main character use arm gun shoot enemy approach could also see different people arcade type like pac man dance dance revolution endofasubhere funky make think cyberpunk theme place fun perspective endofasubhere put mind school endofasubhere picture busy nightclub dark crowd loud lot people dance etc endofasubhere previous road trip friend beat endofasubhere imagine entertain guest cocktail party endofasubhere remind breath fire first mario sound like fire breathing sound lead away imagine turn base combat sort scene endofasubhere would expect especially effect like something old mario sonic endofasubhere sound like cartoon endofasubhere yes envision club ibiza lot strobe light laser endofasubhere imagine dark man stage dj deck lot flash light smoke imagine lively crowd lot finger gun wear sunglass endofasubhere imagine people dance disco light endofasubhere 
22,concert ,Ele,Ele_MED_19,CONCERT-Ele_MED_19,CON_Ele,sound like minecraft endofasubhere late night bedroom hear rain come tap bedroom window endofasubhere sound like youd hear indie endofasubhere imagine track something take place beach overcast blue grey day cold water cold breeze endofasubhere remind share memory celebrate new bond friend endofasubhere interestinglovingmakes want dance endofasubhere imagine artist get ready perform intimate crowd tempo build endofasubhere fresh mind attend several function lot great memory endofasubhere trigger thought ex girlfriend kinda emotional endofasubhere imagine instrumentalist perform sound start endofasubhere people practice dance move endofasubhere soon start lady red start dance endofasubhere imagine house soft working day would dance happily endofasubhere stage key dancer wait cue begin perform endofasubhere start make feel sad like sit side fire alone winter upbeat fun spark joy optimism evening endofasubhere scene image would chilled festival countryside woodland calmly dance endofasubhere give feeling calmness visual scene endofasubhere rainy day inside house high ceiling white interior large window overcast light fill room cause greyish blue color rain roll window cue next scene drive white car black road shimmer water rain dry aerial shot pan overhead drive next grassy meadow pensively drive like big ambition endofasubhere beginning imagine funeral rain dress black black umbrella people speed imagine sit car look window drive past city start go countryside endofasubhere run gravel pavement corner building endofasubhere karaoke acoustic night endofasubhere first vibe bit sadder could picture raindrops fall slab start get lighter tone could imagine dj festival endofasubhere beat great wonder kind genre whos would hear endofasubhere say context felt beautiful bit melancholy imagine girl long white flow dress wistful expression first imagine stage performance turn fancy interior outside forest really like second part come nice endofasubhere saw near ocean view listen person another begin endofasubhere think remind familiar pop start slow get upbeat think male endofasubhere picture big kind like summer festival crowd move beat light flash everywhere people along feel fun little hyped everyones good time endofasubhere come mind credit endofasubhere rain endofasubhere think organise private husband birthday endofasubhere type give feeling part main character actor drive road ready break vocal may signal sad endofasubhere 
23,concert ,Ele,Ele_MED_20,CONCERT-Ele_MED_20,CON_Ele,feel like underwater sea calming relax float around water endofasubhere vividly remind mobile phone ad use get back covid watch favorite streamer endofasubhere kind background hear big tech company make major innovation sphere decide make five minute long info dump explain dollar smartphone different one buy endofasubhere imagine introduction screen kind underwater endofasubhere quite emotional endofasubhere nice chill vibe kind make want relax maybe daydream little endofasubhere imagine advert product like oil endofasubhere pulse android ringtone alarm sound endofasubhere hard explain like colour colour tile change every note also image float colour endofasubhere hot sunny day sun glisten sea bird fly person insight nature endofasubhere imagine man slow motion fall sky screen fade black stop start see water slowly sink bottom endofasubhere deep techno track somebody like tiesto something large room dark crowd neon light show slowly build eventual large grand loud finish endofasubhere calm sound fan calm sound remind solo moment endofasubhere listen felt kind excitement like get ready big moment stage light endofasubhere could imagine two people get serious fight place lie bed think cry regret endofasubhere sound come endofasubhere load patience loop endofasubhere slow soothe thought endofasubhere give nail salon vibe spa somewhere want relax make feel peace one earth spiritual endofasubhere astronaut float space endofasubhere imagine space fill futuristic slow moving scene endofasubhere sound like curtain raise track endofasubhere could tell prompt right endofasubhere imagine sort weird wellness retreat force listen try meditate say healing focus feel unattached unlike one tell actually feel life endofasubhere melodic picturing relax meditate something would listen relax meditate endofasubhere 
24,concert ,Jaz,Jaz_LOW_19,CONCERT-Jaz_LOW_19,CON_Jaz,dynamic could see people dance somewhere similar jazzy fun upbeat endofasubhere club cocktail high end lady fancy dress men suit potentially people dance front swing style endofasubhere imagine self audience watch live orchestra pay close attention small detail munch bucket p endofasubhere imagine sort style anime maybe like baccano manner heist go background endofasubhere imagine scene old like super mario something like endofasubhere id expect hear type la la land endofasubhere popular perform enthusiastically crowd endofasubhere felt like live oldie thought car look back men dress cowboy wear lady carry hair dress endofasubhere sound like energetic strong beat powerful electric endofasubhere thought meet robinson animated really enjoy endofasubhere imagine self immerse environment fill people mood elevate lose fantasy lifetime fun endofasubhere tune cinematic endofasubhere make think endofasubhere classy restaurant event endofasubhere first remind alarm picture phone alarm go bed sort restaurant get go restaurant like overcook endofasubhere people dance happy like war finish endofasubhere old european inspire character get onto train carriage endofasubhere imagine bank robbery make man woman almost comedic man keep get stick thing like outfit behave like make woman role eye shes try best take job seriously endofasubhere imagine slowly build tempo one time dark club endofasubhere hard bop chicago new york scene stuff like mile davis charlie parker type energy real late night blue community cigar smoking real late hour enjoy real commercialise today people live moment imagine distinctive chatter back close performer really small distance stage attend endofasubhere reminds gathering endofasubhere actually felt like scene someone race time maybe tension building every beat endofasubhere cruise liner afternoon people eat small crowd good get pay travel endofasubhere could imagine group night everyone dance heart drink endofasubhere people fox trot endofasubhere tense part require concentration quick work endofasubhere dj want keep crowd move endofasubhere bit uncomfortable sound like horror first talent powerful hear beat endofasubhere imagine cartoon character run enemy also imagine inside old school club endofasubhere slap get late momentum amongst musician reach fever pitch endofasubhere villainous character something sketchy become enamour something else lose villainy moment endofasubhere literally could think beginning mario brain could see idea entire time mario endofasubhere 
25,concert ,Jaz,Jaz_LOW_21,CONCERT-Jaz_LOW_21,CON_Jaz,one particular endofasubhere think classic everyone enjoy others company think scene head nothing come right away endofasubhere imagine ragtime like scene black white comedic aspect go nice restaurant similar laurel hardy use make stereotypical waiter one hand silver dish french moustache slip drop drink food also shot fast pace endofasubhere busy hotel swanky perhaps posh hotel maybe holiday endofasubhere spot light one player showcasing skill endofasubhere instrumentation remind many cartoon see fairly odd parent pop head especially endofasubhere imagine child like jungle book baloo dance around joyfully character open area jungle endofasubhere scream elevator old classical black white people move around normally endofasubhere remind tv theme like frasier imagine sit watch show endofasubhere imagine packed everyone dress vintage fashion smoking drinking good time endofasubhere make think dance away swing endofasubhere probably use funny intermission different act allow people time need like performance endofasubhere doctor season think donna episode doctor face invisible monster copy speech pattern train show begin two lobby new planet enjoy vacation donna say shes head pool doctor go solo trip endofasubhere imagine see people hear stage endofasubhere make think cook rush complete order little basic basic task like make burger coffee endofasubhere think dude youtube showcasing different lot show remind marimba performance even hear voice say marimba watch right endofasubhere much reminds tom jerry classic enjoy lot give nostalgia endofasubhere someone glockenspiel circus area someone trick juggling arena endofasubhere imagine group clown perform street colorful rainy day endofasubhere therapy clinic take grandmother endofasubhere imagine child ballet dance school endofasubhere since kind lively remind tv show frasier imagine hustle bustle city people walk rush around endofasubhere thought wacky elevator design kid make thing look item endofasubhere want child think would still cool one able general endofasubhere love beat endofasubhere imagine imagine upbeat people sit drink endofasubhere remind child small toy interact endofasubhere picture one person stage small crowd struggle picture scenario would endofasubhere sound like sound id hear kid show endofasubhere ballet class kid dance around tutu endofasubhere 
