doc_i,doc_j,similarity,same_clip,same_context,same_genre,condition
1,55,0.9518236,False,False,False,diff_clip_diff_context_diff_genre
1,56,0.94561887,False,False,False,diff_clip_diff_context_diff_genre
1,57,0.95278454,False,False,False,diff_clip_diff_context_diff_genre
1,58,0.9630089,False,False,False,diff_clip_diff_context_diff_genre
1,59,0.9624074,False,False,False,diff_clip_diff_context_diff_genre
1,60,0.94310653,False,False,False,diff_clip_diff_context_diff_genre
1,61,0.92480546,False,False,False,diff_clip_diff_context_diff_genre
1,62,0.91374767,False,False,False,diff_clip_diff_context_diff_genre
1,63,0.939453,False,False,False,diff_clip_diff_context_diff_genre
2,3,0.96672416,False,True,True,diff_clip_same_context
2,4,0.96968824,False,True,False,diff_clip_same_context
2,5,0.9740966,False,True,False,diff_clip_same_context
2,6,0.9683281,False,True,False,diff_clip_same_context
2,7,0.95760334,False,True,False,diff_clip_same_context
2,8,0.97578764,False,True,False,diff_clip_same_context
2,9,0.9803421,False,True,False,diff_clip_same_context
2,10,0.96924925,False,True,False,diff_clip_same_context
2,11,0.96596026,False,True,False,diff_clip_same_context
2,12,0.96611404,False,True,False,diff_clip_same_context
2,13,0.96534467,False,True,False,diff_clip_same_context
2,14,0.9618595,False,True,False,diff_clip_same_context
2,15,0.9636751,False,True,False,diff_clip_same_context
2,16,0.9767791,False,False,True,diff_clip_diff_context_same_genre
2,17,0.974584,False,False,True,diff_clip_diff_context_same_genre
2,18,0.97736895,True,False,True,same_clip_diff_context
2,19,0.9696232,False,False,True,diff_clip_diff_context_same_genre
2,20,0.9719119,False,False,False,diff_clip_diff_context_diff_genre
2,21,0.964532,False,False,False,diff_clip_diff_context_diff_genre
2,22,0.9614435,False,False,False,diff_clip_diff_context_diff_genre
2,23,0.96656716,False,False,False,diff_clip_diff_context_diff_genre
2,24,0.9768754,False,False,False,diff_clip_diff_context_diff_genre
2,25,0.9761343,False,False,False,diff_clip_diff_context_diff_genre
2,26,0.9616492,False,False,False,diff_clip_diff_context_diff_genre
2,27,0.9690401,False,False,False,diff_clip_diff_context_diff_genre
2,28,0.96411896,False,False,False,diff_clip_diff_context_diff_genre
2,29,0.9735687,False,False,False,diff_clip_diff_context_diff_genre
2,30,0.96329904,False,False,False,diff_clip_diff_context_diff_genre
2,31,0.9727009,False,False,False,diff_clip_diff_context_diff_genre
2,32,0.9547398,False,False,True,diff_clip_diff_context_same_genre
2,33,0.97420084,False,False,True,diff_clip_diff_context_same_genre
2,34,0.96606326,True,False,True,same_clip_diff_context
2,35,0.9710074,False,False,True,diff_clip_diff_context_same_genre
2,36,0.95686585,False,False,False,diff_clip_diff_context_diff_genre
2,37,0.96009123,False,False,False,diff_clip_diff_context_diff_genre
2,38,0.96421576,False,False,False,diff_clip_diff_context_diff_genre
2,39,0.9618714,False,False,False,diff_clip_diff_context_diff_genre
2,40,0.9740542,False,False,False,diff_clip_diff_context_diff_genre
2,41,0.9651661,False,False,False,diff_clip_diff_context_diff_genre
2,42,0.9653575,False,False,False,diff_clip_diff_context_diff_genre
2,43,0.9683027,False,False,False,diff_clip_diff_context_diff_genre
2,44,0.95711595,False,False,False,diff_clip_diff_context_diff_genre
2,45,0.9557115,False,False,False,diff_clip_diff_context_diff_genre
2,46,0.9691607,False,False,False,diff_clip_diff_context_diff_genre
2,47,0.9686774,False,False,False,diff_clip_diff_context_diff_genre
2,48,0.9593226,False,False,True,diff_clip_diff_context_same_genre
2,49,0.9748355,False,False,True,diff_clip_diff_context_same_genre
2,50,0.9734323,True,False,True,same_clip_diff_context
2,51,0.95789385,False,False,True,diff_clip_diff_context_same_genre
2,52,0.9625132,False,False,False,diff_clip_diff_context_diff_genre
2,53,0.9276201,False,False,False,diff_clip_diff_context_diff_genre
2,54,0.952883,False,False,False,diff_clip_diff_context_diff_genre
2,55,0.9582559,False,False,False,diff_clip_diff_context_diff_genre
2,56,0.9557022,False,False,False,diff_clip_diff_context_diff_genre
2,57,0.9668523,False,False,False,diff_clip_diff_context_diff_genre
2,58,0.9709631,False,False,False,diff_clip_diff_context_diff_genre
2,59,0.9658613,False,False,False,diff_clip_diff_context_diff_genre
2,60,0.9566468,False,False,False,diff_clip_diff_context_diff_genre
2,61,0.94008434,False,False,False,diff_clip_diff_context_diff_genre
2,62,0.930537,False,False,False,diff_clip_diff_context_diff_genre
2,63,0.9483144,False,False,False,diff_clip_diff_context_diff_genre
3,4,0.9637048,False,True,False,diff_clip_same_context
3,5,0.97285074,False,True,False,diff_clip_same_context
3,6,0.96915543,False,True,False,diff_clip_same_context
3,7,0.9607508,False,True,False,diff_clip_same_context
3,8,0.96978235,False,True,False,diff_clip_same_context
3,9,0.97466904,False,True,False,diff_clip_same_context
3,10,0.96656597,False,True,False,diff_clip_same_context
3,11,0.9660424,False,True,False,diff_clip_same_context
3,12,0.95899546,False,True,False,diff_clip_same_context
3,13,0.95454717,False,True,False,diff_clip_same_context
3,14,0.9662257,False,True,False,diff_clip_same_context
3,15,0.96812034,False,True,False,diff_clip_same_context
3,16,0.97038627,False,False,True,diff_clip_diff_context_same_genre
3,17,0.9614705,False,False,True,diff_clip_diff_context_same_genre
3,18,0.97665584,False,False,True,diff_clip_diff_context_same_genre
3,19,0.9762715,True,False,True,same_clip_diff_context
3,20,0.9716406,False,False,False,diff_clip_diff_context_diff_genre
3,21,0.9696021,False,False,False,diff_clip_diff_context_diff_genre
3,22,0.9623671,False,False,False,diff_clip_diff_context_diff_genre
3,23,0.9747875,False,False,False,diff_clip_diff_context_diff_genre
3,24,0.97764164,False,False,False,diff_clip_diff_context_diff_genre
3,25,0.9718699,False,False,False,diff_clip_diff_context_diff_genre
3,26,0.96406597,False,False,False,diff_clip_diff_context_diff_genre
3,27,0.96446687,False,False,False,diff_clip_diff_context_diff_genre
3,28,0.9721769,False,False,False,diff_clip_diff_context_diff_genre
3,29,0.9626641,False,False,False,diff_clip_diff_context_diff_genre
3,30,0.96225536,False,False,False,diff_clip_diff_context_diff_genre
3,31,0.9646871,False,False,False,diff_clip_diff_context_diff_genre
3,32,0.9535651,False,False,True,diff_clip_diff_context_same_genre
3,33,0.9679407,False,False,True,diff_clip_diff_context_same_genre
3,34,0.9663239,False,False,True,diff_clip_diff_context_same_genre
3,35,0.97975683,True,False,True,same_clip_diff_context
3,36,0.9672541,False,False,False,diff_clip_diff_context_diff_genre
3,37,0.96999025,False,False,False,diff_clip_diff_context_diff_genre
3,38,0.9713675,False,False,False,diff_clip_diff_context_diff_genre
3,39,0.96335876,False,False,False,diff_clip_diff_context_diff_genre
3,40,0.9730786,False,False,False,diff_clip_diff_context_diff_genre
3,41,0.9765439,False,False,False,diff_clip_diff_context_diff_genre
3,42,0.960804,False,False,False,diff_clip_diff_context_diff_genre
3,43,0.9613837,False,False,False,diff_clip_diff_context_diff_genre
3,44,0.96981776,False,False,False,diff_clip_diff_context_diff_genre
3,45,0.96853894,False,False,False,diff_clip_diff_context_diff_genre
3,46,0.9708456,False,False,False,diff_clip_diff_context_diff_genre
3,47,0.9724659,False,False,False,diff_clip_diff_context_diff_genre
3,48,0.9683697,False,False,True,diff_clip_diff_context_same_genre
3,49,0.9793563,False,False,True,diff_clip_diff_context_same_genre
3,50,0.96757436,False,False,True,diff_clip_diff_context_same_genre
3,51,0.966357,True,False,True,same_clip_diff_context
3,52,0.9711622,False,False,False,diff_clip_diff_context_diff_genre
3,53,0.95163965,False,False,False,diff_clip_diff_context_diff_genre
3,54,0.96015745,False,False,False,diff_clip_diff_context_diff_genre
3,55,0.97724247,False,False,False,diff_clip_diff_context_diff_genre
3,56,0.9743499,False,False,False,diff_clip_diff_context_diff_genre
3,57,0.9757005,False,False,False,diff_clip_diff_context_diff_genre
3,58,0.9670061,False,False,False,diff_clip_diff_context_diff_genre
3,59,0.96916616,False,False,False,diff_clip_diff_context_diff_genre
3,60,0.959002,False,False,False,diff_clip_diff_context_diff_genre
3,61,0.9558643,False,False,False,diff_clip_diff_context_diff_genre
3,62,0.9526653,False,False,False,diff_clip_diff_context_diff_genre
3,63,0.9662054,False,False,False,diff_clip_diff_context_diff_genre
4,5,0.97565097,False,True,True,diff_clip_same_context
4,6,0.9636487,False,True,True,diff_clip_same_context
4,7,0.9501412,False,True,True,diff_clip_same_context
4,8,0.96884376,False,True,False,diff_clip_same_context
4,9,0.9687021,False,True,False,diff_clip_same_context
4,10,0.9611539,False,True,False,diff_clip_same_context
4,11,0.9537989,False,True,False,diff_clip_same_context
4,12,0.9639725,False,True,False,diff_clip_same_context
4,13,0.9678364,False,True,False,diff_clip_same_context
4,14,0.96790206,False,True,False,diff_clip_same_context
4,15,0.97415245,False,True,False,diff_clip_same_context
4,16,0.96697366,False,False,False,diff_clip_diff_context_diff_genre
4,17,0.9557916,False,False,False,diff_clip_diff_context_diff_genre
4,18,0.9707383,False,False,False,diff_clip_diff_context_diff_genre
4,19,0.9645976,False,False,False,diff_clip_diff_context_diff_genre
4,20,0.97719604,True,False,True,same_clip_diff_context
4,21,0.9758702,False,False,True,diff_clip_diff_context_same_genre
4,22,0.95313096,False,False,True,diff_clip_diff_context_same_genre
4,23,0.97276604,False,False,True,diff_clip_diff_context_same_genre
4,24,0.9716115,False,False,False,diff_clip_diff_context_diff_genre
4,25,0.96819746,False,False,False,diff_clip_diff_context_diff_genre
4,26,0.95091105,False,False,False,diff_clip_diff_context_diff_genre
4,27,0.94811094,False,False,False,diff_clip_diff_context_diff_genre
4,28,0.9632752,False,False,False,diff_clip_diff_context_diff_genre
4,29,0.97498095,False,False,False,diff_clip_diff_context_diff_genre
4,30,0.9714001,False,False,False,diff_clip_diff_context_diff_genre
4,31,0.973734,False,False,False,diff_clip_diff_context_diff_genre
4,32,0.9463799,False,False,False,diff_clip_diff_context_diff_genre
4,33,0.96425205,False,False,False,diff_clip_diff_context_diff_genre
4,34,0.95821965,False,False,False,diff_clip_diff_context_diff_genre
4,35,0.96391785,False,False,False,diff_clip_diff_context_diff_genre
4,36,0.9638931,True,False,True,same_clip_diff_context
4,37,0.9711045,False,False,True,diff_clip_diff_context_same_genre
4,38,0.95994353,False,False,True,diff_clip_diff_context_same_genre
4,39,0.9655836,False,False,True,diff_clip_diff_context_same_genre
4,40,0.96636456,False,False,False,diff_clip_diff_context_diff_genre
4,41,0.9591813,False,False,False,diff_clip_diff_context_diff_genre
4,42,0.9456224,False,False,False,diff_clip_diff_context_diff_genre
4,43,0.95263124,False,False,False,diff_clip_diff_context_diff_genre
4,44,0.9640051,False,False,False,diff_clip_diff_context_diff_genre
4,45,0.9676486,False,False,False,diff_clip_diff_context_diff_genre
4,46,0.97419715,False,False,False,diff_clip_diff_context_diff_genre
4,47,0.9712621,False,False,False,diff_clip_diff_context_diff_genre
4,48,0.9514245,False,False,False,diff_clip_diff_context_diff_genre
4,49,0.9762931,False,False,False,diff_clip_diff_context_diff_genre
4,50,0.96308386,False,False,False,diff_clip_diff_context_diff_genre
4,51,0.96669525,False,False,False,diff_clip_diff_context_diff_genre
4,52,0.97771883,True,False,True,same_clip_diff_context
4,53,0.95200765,False,False,True,diff_clip_diff_context_same_genre
4,54,0.9572382,False,False,True,diff_clip_diff_context_same_genre
4,55,0.96393037,False,False,True,diff_clip_diff_context_same_genre
4,56,0.96454495,False,False,False,diff_clip_diff_context_diff_genre
4,57,0.96292293,False,False,False,diff_clip_diff_context_diff_genre
4,58,0.96079636,False,False,False,diff_clip_diff_context_diff_genre
4,59,0.9524536,False,False,False,diff_clip_diff_context_diff_genre
4,60,0.97149396,False,False,False,diff_clip_diff_context_diff_genre
4,61,0.9625102,False,False,False,diff_clip_diff_context_diff_genre
4,62,0.9551223,False,False,False,diff_clip_diff_context_diff_genre
4,63,0.9657842,False,False,False,diff_clip_diff_context_diff_genre
5,6,0.967168,False,True,True,diff_clip_same_context
5,7,0.95425797,False,True,True,diff_clip_same_context
5,8,0.96650195,False,True,False,diff_clip_same_context
5,9,0.97560525,False,True,False,diff_clip_same_context
5,10,0.96811914,False,True,False,diff_clip_same_context
5,11,0.9627275,False,True,False,diff_clip_same_context
5,12,0.96988857,False,True,False,diff_clip_same_context
5,13,0.9639915,False,True,False,diff_clip_same_context
5,14,0.97090495,False,True,False,diff_clip_same_context
5,15,0.970152,False,True,False,diff_clip_same_context
5,16,0.96800184,False,False,False,diff_clip_diff_context_diff_genre
5,17,0.9611286,False,False,False,diff_clip_diff_context_diff_genre
5,18,0.97275555,False,False,False,diff_clip_diff_context_diff_genre
5,19,0.96929646,False,False,False,diff_clip_diff_context_diff_genre
5,20,0.9787006,False,False,True,diff_clip_diff_context_same_genre
5,21,0.9755528,True,False,True,same_clip_diff_context
5,22,0.9566909,False,False,True,diff_clip_diff_context_same_genre
5,23,0.97382283,False,False,True,diff_clip_diff_context_same_genre
5,24,0.9769717,False,False,False,diff_clip_diff_context_diff_genre
5,25,0.96775496,False,False,False,diff_clip_diff_context_diff_genre
5,26,0.96066475,False,False,False,diff_clip_diff_context_diff_genre
5,27,0.9644358,False,False,False,diff_clip_diff_context_diff_genre
5,28,0.974211,False,False,False,diff_clip_diff_context_diff_genre
5,29,0.97186196,False,False,False,diff_clip_diff_context_diff_genre
5,30,0.9701751,False,False,False,diff_clip_diff_context_diff_genre
5,31,0.9741752,False,False,False,diff_clip_diff_context_diff_genre
5,32,0.953112,False,False,False,diff_clip_diff_context_diff_genre
5,33,0.9620755,False,False,False,diff_clip_diff_context_diff_genre
5,34,0.9579332,False,False,False,diff_clip_diff_context_diff_genre
5,35,0.9714432,False,False,False,diff_clip_diff_context_diff_genre
5,36,0.9678458,False,False,True,diff_clip_diff_context_same_genre
5,37,0.97702885,True,False,True,same_clip_diff_context
5,38,0.9654355,False,False,True,diff_clip_diff_context_same_genre
5,39,0.9601333,False,False,True,diff_clip_diff_context_same_genre
5,40,0.97370756,False,False,False,diff_clip_diff_context_diff_genre
5,41,0.9638152,False,False,False,diff_clip_diff_context_diff_genre
5,42,0.9540671,False,False,False,diff_clip_diff_context_diff_genre
5,43,0.9596511,False,False,False,diff_clip_diff_context_diff_genre
5,44,0.97013277,False,False,False,diff_clip_diff_context_diff_genre
5,45,0.965538,False,False,False,diff_clip_diff_context_diff_genre
5,46,0.97564626,False,False,False,diff_clip_diff_context_diff_genre
5,47,0.9783373,False,False,False,diff_clip_diff_context_diff_genre
5,48,0.95904946,False,False,False,diff_clip_diff_context_diff_genre
5,49,0.9771904,False,False,False,diff_clip_diff_context_diff_genre
5,50,0.9744384,False,False,False,diff_clip_diff_context_diff_genre
5,51,0.9647516,False,False,False,diff_clip_diff_context_diff_genre
5,52,0.97795427,False,False,True,diff_clip_diff_context_same_genre
5,53,0.96032286,True,False,True,same_clip_diff_context
5,54,0.95550376,False,False,True,diff_clip_diff_context_same_genre
5,55,0.96614504,False,False,True,diff_clip_diff_context_same_genre
5,56,0.9664178,False,False,False,diff_clip_diff_context_diff_genre
5,57,0.96906424,False,False,False,diff_clip_diff_context_diff_genre
5,58,0.960639,False,False,False,diff_clip_diff_context_diff_genre
5,59,0.96310246,False,False,False,diff_clip_diff_context_diff_genre
5,60,0.97040236,False,False,False,diff_clip_diff_context_diff_genre
5,61,0.9595231,False,False,False,diff_clip_diff_context_diff_genre
5,62,0.95811236,False,False,False,diff_clip_diff_context_diff_genre
5,63,0.96621895,False,False,False,diff_clip_diff_context_diff_genre
6,7,0.97575986,False,True,True,diff_clip_same_context
6,8,0.9728756,False,True,False,diff_clip_same_context
6,9,0.97309315,False,True,False,diff_clip_same_context
6,10,0.97916967,False,True,False,diff_clip_same_context
6,11,0.9725392,False,True,False,diff_clip_same_context
6,12,0.96716267,False,True,False,diff_clip_same_context
6,13,0.95942,False,True,False,diff_clip_same_context
6,14,0.96521705,False,True,False,diff_clip_same_context
6,15,0.9602087,False,True,False,diff_clip_same_context
6,16,0.97888625,False,False,False,diff_clip_diff_context_diff_genre
6,17,0.9714957,False,False,False,diff_clip_diff_context_diff_genre
6,18,0.9734234,False,False,False,diff_clip_diff_context_diff_genre
6,19,0.9803896,False,False,False,diff_clip_diff_context_diff_genre
6,20,0.97340596,False,False,True,diff_clip_diff_context_same_genre
6,21,0.9562635,False,False,True,diff_clip_diff_context_same_genre
6,22,0.977363,True,False,True,same_clip_diff_context
6,23,0.9749278,False,False,True,diff_clip_diff_context_same_genre
6,24,0.97111124,False,False,False,diff_clip_diff_context_diff_genre
6,25,0.96424586,False,False,False,diff_clip_diff_context_diff_genre
6,26,0.97069323,False,False,False,diff_clip_diff_context_diff_genre
6,27,0.9743024,False,False,False,diff_clip_diff_context_diff_genre
6,28,0.9659903,False,False,False,diff_clip_diff_context_diff_genre
6,29,0.9636692,False,False,False,diff_clip_diff_context_diff_genre
6,30,0.9597105,False,False,False,diff_clip_diff_context_diff_genre
6,31,0.9714813,False,False,False,diff_clip_diff_context_diff_genre
6,32,0.9744234,False,False,False,diff_clip_diff_context_diff_genre
6,33,0.9653727,False,False,False,diff_clip_diff_context_diff_genre
6,34,0.9692296,False,False,False,diff_clip_diff_context_diff_genre
6,35,0.9834082,False,False,False,diff_clip_diff_context_diff_genre
6,36,0.95998275,False,False,True,diff_clip_diff_context_same_genre
6,37,0.95721084,False,False,True,diff_clip_diff_context_same_genre
6,38,0.9856352,True,False,True,same_clip_diff_context
6,39,0.9727567,False,False,True,diff_clip_diff_context_same_genre
6,40,0.96878046,False,False,False,diff_clip_diff_context_diff_genre
6,41,0.9558831,False,False,False,diff_clip_diff_context_diff_genre
6,42,0.97178614,False,False,False,diff_clip_diff_context_diff_genre
6,43,0.9718094,False,False,False,diff_clip_diff_context_diff_genre
6,44,0.9631518,False,False,False,diff_clip_diff_context_diff_genre
6,45,0.96032846,False,False,False,diff_clip_diff_context_diff_genre
6,46,0.96350837,False,False,False,diff_clip_diff_context_diff_genre
6,47,0.9724984,False,False,False,diff_clip_diff_context_diff_genre
6,48,0.9761903,False,False,False,diff_clip_diff_context_diff_genre
6,49,0.96619654,False,False,False,diff_clip_diff_context_diff_genre
6,50,0.9724281,False,False,False,diff_clip_diff_context_diff_genre
6,51,0.9616538,False,False,False,diff_clip_diff_context_diff_genre
6,52,0.96638024,False,False,True,diff_clip_diff_context_same_genre
6,53,0.9294797,False,False,True,diff_clip_diff_context_same_genre
6,54,0.97712225,True,False,True,same_clip_diff_context
6,55,0.9746418,False,False,True,diff_clip_diff_context_same_genre
6,56,0.9560179,False,False,False,diff_clip_diff_context_diff_genre
6,57,0.9650581,False,False,False,diff_clip_diff_context_diff_genre
6,58,0.97494346,False,False,False,diff_clip_diff_context_diff_genre
6,59,0.9711795,False,False,False,diff_clip_diff_context_diff_genre
6,60,0.9570607,False,False,False,diff_clip_diff_context_diff_genre
6,61,0.94191086,False,False,False,diff_clip_diff_context_diff_genre
6,62,0.9373738,False,False,False,diff_clip_diff_context_diff_genre
6,63,0.9499455,False,False,False,diff_clip_diff_context_diff_genre
7,8,0.95645833,False,True,False,diff_clip_same_context
7,9,0.9627398,False,True,False,diff_clip_same_context
7,10,0.9739598,False,True,False,diff_clip_same_context
7,11,0.9641464,False,True,False,diff_clip_same_context
7,12,0.95960784,False,True,False,diff_clip_same_context
7,13,0.94140893,False,True,False,diff_clip_same_context
7,14,0.95960987,False,True,False,diff_clip_same_context
7,15,0.94051516,False,True,False,diff_clip_same_context
7,16,0.96804774,False,False,False,diff_clip_diff_context_diff_genre
7,17,0.95711875,False,False,False,diff_clip_diff_context_diff_genre
7,18,0.96676457,False,False,False,diff_clip_diff_context_diff_genre
7,19,0.97124374,False,False,False,diff_clip_diff_context_diff_genre
7,20,0.9603385,False,False,True,diff_clip_diff_context_same_genre
7,21,0.93947375,False,False,True,diff_clip_diff_context_same_genre
7,22,0.978918,False,False,True,diff_clip_diff_context_same_genre
7,23,0.9699923,True,False,True,same_clip_diff_context
7,24,0.9597472,False,False,False,diff_clip_diff_context_diff_genre
7,25,0.9509175,False,False,False,diff_clip_diff_context_diff_genre
7,26,0.97321665,False,False,False,diff_clip_diff_context_diff_genre
7,27,0.96506906,False,False,False,diff_clip_diff_context_diff_genre
7,28,0.95899355,False,False,False,diff_clip_diff_context_diff_genre
7,29,0.9505844,False,False,False,diff_clip_diff_context_diff_genre
7,30,0.9442725,False,False,False,diff_clip_diff_context_diff_genre
7,31,0.96300983,False,False,False,diff_clip_diff_context_diff_genre
7,32,0.97322696,False,False,False,diff_clip_diff_context_diff_genre
7,33,0.9526888,False,False,False,diff_clip_diff_context_diff_genre
7,34,0.96758354,False,False,False,diff_clip_diff_context_diff_genre
7,35,0.97431433,False,False,False,diff_clip_diff_context_diff_genre
7,36,0.95456433,False,False,True,diff_clip_diff_context_same_genre
