idClipContext,BAR-80s_LOW_02,BAR-80s_LOW_06,BAR-80s_MED_08,BAR-80s_MED_13,BAR-Ele_LOW_09,BAR-Ele_LOW_14,BAR-Ele_MED_19,BAR-Ele_MED_20,BAR-Jaz_LOW_19,BAR-Jaz_LOW_21,BAR-Jaz_MED_02,BAR-Jaz_MED_07,BAR-Met_LOW_09,BAR-Met_LOW_14,BAR-Met_MED_19,BAR-Met_MED_20,CONCERT-80s_LOW_02,CONCERT-80s_LOW_06,CONCERT-80s_MED_08,CONCERT-80s_MED_13,CONCERT-Ele_LOW_09,CONCERT-Ele_LOW_14,CONCERT-Ele_MED_19,CONCERT-Ele_MED_20,CONCERT-Jaz_LOW_19,CONCERT-Jaz_LOW_21,CONCERT-Jaz_MED_02,CONCERT-Jaz_MED_07,CONCERT-Met_LOW_09,CONCERT-Met_LOW_14,CONCERT-Met_MED_19,CONCERT-Met_MED_20,MOVIE-80s_LOW_02,MOVIE-80s_LOW_06,MOVIE-80s_MED_08,MOVIE-80s_MED_13,MOVIE-Ele_LOW_09,MOVIE-Ele_LOW_14,MOVIE-Ele_MED_19,MOVIE-Ele_MED_20,MOVIE-Jaz_LOW_19,MOVIE-Jaz_LOW_21,MOVIE-Jaz_MED_02,MOVIE-Jaz_MED_07,MOVIE-Met_LOW_09,MOVIE-Met_LOW_14,MOVIE-Met_MED_19,MOVIE-Met_MED_20,VIDEOGAME-80s_LOW_02,VIDEOGAME-80s_LOW_06,VIDEOGAME-80s_MED_08,VIDEOGAME-80s_MED_13,VIDEOGAME-Ele_LOW_09,VIDEOGAME-Ele_LOW_14,VIDEOGAME-Ele_MED_19,VIDEOGAME-Ele_MED_20,VIDEOGAME-Jaz_LOW_19,VIDEOGAME-Jaz_LOW_21,VIDEOGAME-Jaz_MED_02,VIDEOGAME-Jaz_MED_07,VIDEOGAME-Met_LOW_09,VIDEOGAME-Met_LOW_14,VIDEOGAME-Met_MED_19,VIDEOGAME-Met_MED_20
BAR-Jaz_MED_02,0.98410505,0.9782792,0.9742302,0.96233815,0.95762974,0.9592973,0.97950697,0.97691596,0.9718641,0.9784663,1.0000001,0.9862375,0.96531725,0.9679136,0.96729016,0.960654,0.98188525,0.97295797,0.9696582,0.9747781,0.96221805,0.94753736,0.97759515,0.9630126,0.9761406,0.9685662,0.9810071,0.9849348,0.9627451,0.9708908,0.95063275,0.9659538,0.97807765,0.9649576,0.9708644,0.9717775,0.9498459,0.9474546,0.97220993,0.9708839,0.9717795,0.9605602,0.9832616,0.9816901,0.9441769,0.9464633,0.9569701,0.9704719,0.97645205,0.9684206,0.9616454,0.9641913,0.94949245,0.9303031,0.9679955,0.96523064,0.9446754,0.95589006,0.98174584,0.98385674,0.9468448,0.93898976,0.94288886,0.94693613
BAR-Jaz_MED_07,0.98610866,0.97522736,0.9728919,0.96347773,0.95743245,0.96068627,0.9811651,0.972525,0.97391003,0.9793629,0.9862375,0.99999976,0.9601711,0.96843255,0.96376526,0.9573973,0.9838891,0.9732107,0.9682388,0.97267413,0.961625,0.9513625,0.98065054,0.96797884,0.975207,0.9705335,0.97606784,0.9834975,0.954357,0.96849567,0.94900405,0.9612243,0.97760445,0.96834826,0.97042316,0.97032535,0.9524501,0.9507837,0.9730904,0.97261727,0.9764291,0.9611666,0.9814154,0.98201597,0.9415532,0.9458326,0.95537406,0.96956843,0.9775735,0.9698227,0.9631714,0.9663235,0.94878215,0.9361779,0.97319925,0.96732485,0.9443055,0.958727,0.9823372,0.9860467,0.9449908,0.94188166,0.9421417,0.94258624
BAR-Met_LOW_09,0.9626652,0.9632752,0.96785426,0.9528956,0.9672416,0.9612782,0.9661977,0.96812314,0.9623747,0.9662428,0.96531725,0.9601711,1.0000001,0.9772278,0.98363084,0.9720632,0.9675238,0.9684647,0.96748465,0.9740677,0.9682336,0.9566665,0.9660097,0.9612091,0.97463983,0.9639757,0.9696481,0.9576219,0.9821869,0.98058176,0.97842824,0.9801812,0.95830405,0.95556235,0.9638485,0.96121836,0.95731926,0.9557297,0.96688896,0.95849144,0.96225905,0.9502016,0.961666,0.95322454,0.9677065,0.9634362,0.97567797,0.97955686,0.9664364,0.9650637,0.9606609,0.95423365,0.9602766,0.94466174,0.9647383,0.95807606,0.9435876,0.9413315,0.96486604,0.9606863,0.9717999,0.9523564,0.96159995,0.96258235
BAR-Met_LOW_14,0.9688511,0.9632349,0.97233635,0.9636295,0.9789772,0.97297966,0.9730158,0.96667886,0.9754162,0.9683001,0.9679136,0.96843255,0.9772278,1.0,0.9863013,0.98191977,0.97178924,0.9701075,0.9701592,0.97115827,0.97764665,0.9709658,0.9677627,0.96432364,0.9797084,0.97509736,0.96509147,0.96439356,0.9753647,0.9811778,0.97886336,0.9804164,0.96211934,0.9668131,0.96760166,0.9684733,0.97257483,0.97697246,0.971071,0.9681542,0.97589636,0.9648213,0.9680766,0.96157765,0.9721087,0.9767935,0.9822136,0.9839312,0.97577596,0.9800374,0.9709857,0.9706044,0.9776088,0.96763504,0.97659034,0.96554375,0.9620944,0.9640814,0.9715947,0.9681357,0.9820563,0.9749516,0.97609925,0.9714615
BAR-Met_MED_19,0.967094,0.9629087,0.9706457,0.96081376,0.9802809,0.9735897,0.97312236,0.97179925,0.9711698,0.9677571,0.96729016,0.96376526,0.98363084,0.9863013,1.0000001,0.97824484,0.9685242,0.9717175,0.97013557,0.96982956,0.97616553,0.97066486,0.9659338,0.96190584,0.9799361,0.969444,0.96594054,0.9653028,0.9824598,0.98147,0.98202324,0.9810626,0.9605634,0.95993376,0.9688848,0.9644779,0.9702536,0.97074425,0.97061384,0.96540624,0.96884686,0.96452814,0.9671773,0.95869476,0.97131336,0.97296053,0.9830196,0.9823704,0.97211987,0.9759406,0.97208595,0.9703453,0.9749869,0.96349204,0.9710227,0.96227455,0.95908064,0.9602226,0.97199976,0.9655801,0.97909814,0.9665444,0.9728693,0.9730515
BAR-Met_MED_20,0.9563134,0.95785147,0.9687743,0.96330154,0.9725243,0.9698464,0.96314526,0.9609159,0.9661151,0.9664874,0.960654,0.9573973,0.9720632,0.98191977,0.97824484,0.9999999,0.96384656,0.9692595,0.9712324,0.96796477,0.97363394,0.97000504,0.95954067,0.96173817,0.9761471,0.9715057,0.96165186,0.9569082,0.9748572,0.98051083,0.982669,0.97606087,0.9550797,0.9637433,0.9699776,0.9688892,0.96819025,0.9773636,0.964975,0.96536756,0.9674045,0.96965384,0.961132,0.9497824,0.975818,0.97485924,0.98185885,0.98478633,0.96450764,0.98088884,0.9692148,0.97061723,0.9751489,0.9638933,0.9699572,0.9680455,0.9667379,0.9659716,0.9661897,0.9583035,0.9780517,0.97024727,0.979591,0.97698474
CONCERT-80s_LOW_02,0.98562616,0.9715374,0.97087073,0.9685906,0.96286535,0.9592377,0.98012257,0.9713335,0.97461104,0.9740649,0.98188525,0.9838891,0.9675238,0.97178924,0.9685242,0.96384656,1.0000001,0.97298396,0.9710933,0.97928977,0.969179,0.95157343,0.9807575,0.97204924,0.97523147,0.97651696,0.976915,0.98004675,0.96444595,0.9759047,0.9592757,0.9712924,0.97844964,0.96784073,0.97120893,0.9717393,0.95470345,0.95516664,0.97392404,0.9732413,0.97787607,0.961931,0.97671175,0.97548974,0.94912845,0.95335466,0.96099174,0.97610515,0.9795756,0.9698564,0.96471363,0.9659045,0.95587873,0.937621,0.97734284,0.968816,0.944038,0.95497006,0.9819556,0.97750956,0.9519301,0.94831514,0.9488087,0.95149034
CONCERT-80s_LOW_06,0.9710466,0.9792369,0.98222756,0.9676368,0.9722489,0.96960455,0.9698426,0.9696565,0.9696121,0.9823253,0.97295797,0.9732107,0.9684647,0.9701075,0.9717175,0.9692595,0.97298396,0.9999999,0.977466,0.97918355,0.9740057,0.96688056,0.97402495,0.9660974,0.9827678,0.9796367,0.9767432,0.9762495,0.9672022,0.97972417,0.96276605,0.9646349,0.9645967,0.9784659,0.9794977,0.973536,0.96398056,0.9616722,0.9757602,0.963372,0.9716158,0.973227,0.9750395,0.96583587,0.95739275,0.9563798,0.97214234,0.97580236,0.9716716,0.9745993,0.97843575,0.96524775,0.9612498,0.94735575,0.9705414,0.9609813,0.956725,0.9640584,0.97652143,0.96993524,0.9540391,0.9485607,0.9556283,0.9604599
CONCERT-80s_MED_08,0.96996844,0.97273,0.9773002,0.967077,0.96511877,0.9620241,0.9698064,0.96516544,0.97441876,0.9716126,0.9696582,0.9682388,0.96748465,0.9701592,0.97013557,0.9712324,0.9710933,0.977466,1.0000001,0.97781515,0.96979576,0.9620435,0.96902955,0.9628944,0.97591573,0.9783846,0.9701179,0.9693339,0.9673799,0.97657263,0.96284974,0.9679212,0.96774155,0.97532004,0.9821167,0.97441363,0.95622396,0.9677173,0.9714534,0.96332395,0.97286177,0.9769608,0.97779304,0.9559356,0.95764685,0.9577249,0.965845,0.97764397,0.9682139,0.979175,0.97113883,0.97062117,0.95758724,0.9468852,0.97102225,0.9643986,0.9584334,0.96842384,0.973059,0.96828824,0.9578248,0.95453626,0.95267105,0.95783037
CONCERT-80s_MED_13,0.975734,0.9734235,0.9719987,0.9762175,0.9673989,0.96456087,0.9795081,0.9791662,0.9709892,0.97832483,0.9747781,0.97267413,0.9740677,0.97115827,0.96982956,0.96796477,0.97928977,0.97918355,0.97781515,1.0000002,0.97477496,0.9586871,0.9802206,0.979069,0.9782785,0.97368455,0.9773484,0.9733633,0.96946853,0.97931665,0.9618976,0.9700985,0.9744712,0.97572505,0.9819957,0.9829496,0.9653517,0.9622286,0.98125935,0.97348547,0.97408855,0.96767837,0.9801303,0.9657857,0.95506954,0.9624295,0.97050774,0.9786997,0.9815444,0.9759413,0.97450966,0.9715841,0.9655618,0.9474033,0.9787429,0.9737464,0.9544512,0.95845425,0.9781289,0.9711764,0.95715404,0.9553678,0.9583986,0.9629459
CONCERT-Ele_LOW_09,0.9639951,0.9661336,0.96520877,0.9674167,0.9798485,0.97902477,0.9710795,0.965935,0.9684269,0.97377574,0.96221805,0.961625,0.9682336,0.97764665,0.97616553,0.97363394,0.969179,0.9740057,0.96979576,0.97477496,0.9999999,0.9766023,0.97001976,0.96878755,0.98242974,0.97121096,0.96656114,0.96485204,0.9712473,0.9797961,0.969951,0.9690637,0.9581955,0.96699214,0.9662924,0.96456134,0.9782733,0.97024125,0.97431785,0.9654993,0.9735583,0.9609362,0.96654135,0.95222175,0.96767676,0.9691791,0.98066646,0.97851753,0.96835697,0.9759636,0.9750531,0.966883,0.98136985,0.9651432,0.9759326,0.9634527,0.9637459,0.9616878,0.96735156,0.96004415,0.96916234,0.96711147,0.96941113,0.96523726
CONCERT-Ele_LOW_14,0.94723123,0.9537274,0.9581177,0.95763236,0.97756755,0.98451203,0.955053,0.9547845,0.9636514,0.96414286,0.94753736,0.9513625,0.9566665,0.9709658,0.97066486,0.97000504,0.95157343,0.96688056,0.9620435,0.9586871,0.9766023,1.0000002,0.9556167,0.9537486,0.9743512,0.9634826,0.9465993,0.95128775,0.9593959,0.9731928,0.96402854,0.96017635,0.9408119,0.95249367,0.9595859,0.95377004,0.9749094,0.97906524,0.9600359,0.95264816,0.96768093,0.95882493,0.9539852,0.94252867,0.96150506,0.96117973,0.977376,0.96658915,0.95436525,0.9711319,0.97181094,0.9702549,0.9804293,0.9807612,0.96228635,0.9574806,0.9753033,0.967669,0.9593783,0.9487849,0.9674406,0.96679014,0.9758298,0.9629214
CONCERT-Ele_MED_19,0.9832017,0.97533685,0.97219497,0.96130717,0.9668871,0.9625559,0.9796945,0.97576416,0.97427785,0.9735696,0.97759515,0.98065054,0.9660097,0.9677627,0.9659338,0.95954067,0.9807575,0.97402495,0.96902955,0.9802206,0.97001976,0.9556167,0.9999999,0.9717376,0.9759178,0.97059536,0.9694886,0.9729253,0.9558013,0.97477543,0.95485276,0.96822035,0.9757327,0.9690807,0.9723425,0.97142184,0.95976406,0.9511436,0.97480947,0.9739189,0.97580695,0.9528835,0.97824013,0.97269714,0.94298655,0.94837946,0.96090335,0.970291,0.97838795,0.97047555,0.9633634,0.971684,0.95725536,0.93723416,0.9794653,0.9654057,0.943437,0.95393693,0.9756838,0.9789359,0.9515895,0.946054,0.9478249,0.943265
CONCERT-Ele_MED_20,0.96799535,0.9621894,0.96244067,0.9702779,0.9691031,0.9585733,0.97594684,0.97508276,0.9639885,0.9699764,0.9630126,0.96797884,0.9612091,0.96432364,0.96190584,0.96173817,0.97204924,0.9660974,0.9628944,0.979069,0.96878755,0.9537486,0.9717376,1.0,0.9695161,0.96566147,0.96918046,0.9624969,0.9529381,0.96799105,0.95267516,0.9602693,0.96216965,0.9625362,0.9688162,0.97365636,0.9619708,0.95485455,0.96978426,0.9747871,0.96454996,0.95944595,0.9631294,0.96086806,0.953019,0.9640065,0.9622408,0.9727585,0.9757792,0.9701228,0.96365947,0.96568924,0.96201694,0.94345844,0.97769845,0.9822087,0.9484966,0.95126617,0.96812695,0.9643781,0.9528589,0.9526726,0.95325434,0.9615631
CONCERT-Jaz_LOW_19,0.97272795,0.9759778,0.9784478,0.96853685,0.97842026,0.97730196,0.9744749,0.97347605,0.9773387,0.9830494,0.9761406,0.975207,0.97463983,0.9797084,0.9799361,0.9761471,0.97523147,0.9827678,0.97591573,0.9782785,0.98242974,0.9743512,0.9759178,0.9695161,0.99999994,0.98082995,0.973071,0.9748845,0.9733434,0.9832778,0.97271574,0.9769863,0.9674599,0.9746257,0.9752939,0.96639204,0.97738713,0.97180444,0.97658515,0.9709879,0.98075557,0.9707937,0.9759379,0.96792483,0.9634577,0.96732986,0.9830883,0.9804983,0.9749111,0.9787647,0.9765079,0.97007966,0.9753422,0.9628844,0.9760695,0.96339655,0.96453863,0.9697717,0.9785884,0.97335833,0.968176,0.9625282,0.96687645,0.9637501
CONCERT-Jaz_LOW_21,0.96998376,0.9728719,0.9811897,0.9706699,0.970835,0.9610764,0.96807843,0.9623884,0.97699964,0.9790337,0.9685662,0.9705335,0.9639757,0.97509736,0.969444,0.9715057,0.97651696,0.9796367,0.9783846,0.97368455,0.97121096,0.9634826,0.97059536,0.96566147,0.98082995,1.0000002,0.9697485,0.97094643,0.95845664,0.9746627,0.96306306,0.9696997,0.9615719,0.97381765,0.9766735,0.9679075,0.9597914,0.96760494,0.96526074,0.96274114,0.9780053,0.97768927,0.9709507,0.96782506,0.9580934,0.96149075,0.96853364,0.9773193,0.9683535,0.9773549,0.9702145,0.96595335,0.9595624,0.950284,0.9745949,0.96516514,0.9615953,0.97350764,0.9739865,0.9719953,0.9585388,0.9556735,0.9584773,0.9620222
CONCERT-Jaz_MED_02,0.9749136,0.97319406,0.9720762,0.9680537,0.9587822,0.95552784,0.9725609,0.9736357,0.9651327,0.97673345,0.9810071,0.97606784,0.9696481,0.96509147,0.96594054,0.96165186,0.976915,0.9767432,0.9701179,0.9773484,0.96656114,0.9465993,0.9694886,0.96918046,0.973071,0.9697485,0.99999994,0.98020315,0.96504545,0.9704206,0.956687,0.9645616,0.9689903,0.96145666,0.97149223,0.9744971,0.9458934,0.9464096,0.96897745,0.9618629,0.96306574,0.96043277,0.9748121,0.97093976,0.9509838,0.95227647,0.9595505,0.97424674,0.96986985,0.9647638,0.96639025,0.95536304,0.9480061,0.92970014,0.96467066,0.9665873,0.94237655,0.94849193,0.97599494,0.9752001,0.9491358,0.94289935,0.94748896,0.9576046
CONCERT-Jaz_MED_07,0.982419,0.9795078,0.970861,0.9649341,0.9603144,0.9572444,0.97515047,0.968443,0.9695219,0.9777046,0.9849348,0.9834975,0.9576219,0.96439356,0.9653028,0.9569082,0.98004675,0.9762495,0.9693339,0.9733633,0.96485204,0.95128775,0.9729253,0.9624969,0.9748845,0.97094643,0.98020315,0.9999999,0.9567658,0.9688144,0.947981,0.9576796,0.9725823,0.96559906,0.97030866,0.96997213,0.9492179,0.94781244,0.9651593,0.96152264,0.9726136,0.961445,0.98261905,0.9809847,0.93962634,0.94590145,0.9538334,0.9659524,0.9698541,0.96459556,0.9625107,0.96014637,0.9481995,0.93229604,0.96388876,0.963068,0.9454402,0.95277035,0.9834991,0.9845576,0.9420074,0.9398665,0.9411409,0.9469343
CONCERT-Met_LOW_09,0.9589632,0.9549333,0.96215653,0.9537389,0.9651527,0.9690364,0.95881164,0.9600734,0.9546259,0.9597734,0.9627451,0.954357,0.9821869,0.9753647,0.9824598,0.9748572,0.96444595,0.9672022,0.9673799,0.96946853,0.9712473,0.9593959,0.9558013,0.9529381,0.9733434,0.95845664,0.96504545,0.9567658,1.0000002,0.9803579,0.9812192,0.9722731,0.9564245,0.9533288,0.9609151,0.96219623,0.96100986,0.9605429,0.96807206,0.95350105,0.95620716,0.95887375,0.95730877,0.9420105,0.9732896,0.9674556,0.97686017,0.9798137,0.963254,0.96495485,0.9607265,0.956059,0.9644679,0.9501148,0.95787233,0.95197,0.9429725,0.94498426,0.96413624,0.9503929,0.974533,0.95620215,0.96496964,0.9658781
CONCERT-Met_LOW_14,0.9680668,0.97065574,0.9759401,0.96588194,0.9794394,0.9734018,0.97049797,0.9703804,0.97035015,0.9733893,0.9708908,0.96849567,0.98058176,0.9811778,0.98147,0.98051083,0.9759047,0.97972417,0.97657263,0.97931665,0.9797961,0.9731928,0.97477543,0.96799105,0.9832778,0.9746627,0.9704206,0.9688144,0.9803579,1.0000001,0.9783036,0.9821292,0.96444535,0.9683634,0.9744508,0.9706499,0.9702461,0.9689044,0.9736189,0.9655533,0.9734603,0.96713674,0.96818817,0.95822537,0.9717818,0.9692289,0.98343974,0.98386085,0.9723488,0.97657186,0.973808,0.9708426,0.9727252,0.95852727,0.97465783,0.96718276,0.9609463,0.96022594,0.97168547,0.9634845,0.9750601,0.9616059,0.97200066,0.97031605
